
Segment Intensity Mean Ch=3 Img=1
 ==================== 
Segment Intensity Mean,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Segment,3,1,Image 1,2,1,100000000,510000000040,
0,,Segment,3,0,Image 1,1,1,100000000,510000000081,
0,,Segment,3,2,Image 1,1,1,100000000,510000000102,
0,,Segment,3,2,Image 1,2,1,100000000,510000000107,
0,,Segment,3,5,Image 1,1,1,100000002,510000000128,
0,,Segment,3,4,Image 1,1,1,100000002,510000000147,
4.21707,,Segment,3,3,Image 1,1,1,100000002,510000000171,
1.77778,,Segment,3,2,Image 1,1,1,100000002,510000000173,
0.160944,,Segment,3,1,Image 1,1,1,100000002,510000000206,
0,,Segment,3,0,Image 1,1,1,100000002,510000000247,
0,,Segment,3,4,Image 1,2,1,100000002,510000000250,
0.386301,,Segment,3,3,Image 1,2,1,100000002,510000000271,
9.35714,,Segment,3,3,Image 1,2,1,100000002,510000000283,
0.467153,,Segment,3,2,Image 1,2,1,100000002,510000000299,
0,,Segment,3,3,Image 1,3,1,100000002,510000000301,
0,,Segment,3,3,Image 1,2,1,100000001,510000000374,
0,,Segment,3,2,Image 1,2,1,100000001,510000000376,
2.11159,,Segment,3,0,Image 1,1,1,100000001,510000000425,
0.517986,,Segment,3,3,Image 1,3,1,100000001,510000000448,
0,,Segment,3,10,Image 1,4,1,100000002,510000000454,
0.18427,,Segment,3,9,Image 1,4,1,100000002,510000000488,
0,,Segment,3,8,Image 1,4,1,100000002,510000000492,
0,,Segment,3,6,Image 1,4,1,100000002,510000000498,
0.266458,,Segment,3,5,Image 1,4,1,100000002,510000000520,
0.712329,,Segment,3,4,Image 1,3,1,100000002,510000000526,
0,,Segment,3,3,Image 1,3,1,100000002,510000000531,
0,,Segment,3,2,Image 1,2,1,100000002,510000000541,
0,,Segment,3,1,Image 1,2,1,100000002,510000000554,
0,,Segment,3,0,Image 1,1,1,100000002,510000000578,
0,,Segment,3,2,Image 1,3,1,100000001,510000000582,
0,,Segment,3,10,Image 1,5,1,100000002,510000000585,
0,,Segment,3,1,Image 1,1,1,100000001,510000000587,
0.08,,Segment,3,9,Image 1,5,1,100000002,510000000602,
0,,Segment,3,5,Image 1,4,1,100000000,510000000612,
0,,Segment,3,4,Image 1,3,1,100000000,510000000630,
0,,Segment,3,3,Image 1,2,1,100000000,510000000648,
0,,Segment,3,2,Image 1,1,1,100000000,510000000656,
0,,Segment,3,1,Image 1,1,1,100000000,510000000665,
0,,Segment,3,0,Image 1,1,1,100000000,510000000697,
0.0948276,,Segment,3,8,Image 1,5,1,100000002,510000000713,
2.2337,,Segment,3,4,Image 1,2,1,100000000,510000000750,
0,,Segment,3,7,Image 1,5,1,100000002,510000000755,
0,,Segment,3,6,Image 1,5,1,100000002,510000000759,
2.59736,,Segment,3,5,Image 1,3,1,100000002,510000000774,
2.0302,,Segment,3,9,Image 1,4,1,100000002,510000000804,
0,,Segment,3,7,Image 1,3,1,100000002,510000000813,
0,,Segment,3,6,Image 1,3,1,100000002,510000000815,
0.0885714,,Segment,3,5,Image 1,3,1,100000002,510000000820,
1.04545,,Segment,3,3,Image 1,3,1,100000002,510000000841,
8.98165,,Segment,3,2,Image 1,2,1,100000002,510000000844,
5.64251,,Segment,3,1,Image 1,1,1,100000002,510000000847,
1.2544,,Segment,3,0,Image 1,1,1,100000002,510000000871,
0,,Segment,3,2,Image 1,2,1,100000001,510000000887,
0,,Segment,3,1,Image 1,1,1,100000001,510000000904,
0,,Segment,3,0,Image 1,1,1,100000001,510000000920,
0.113546,,Segment,3,4,Image 1,2,1,100000002,510000000951,
0.123644,,Segment,3,3,Image 1,2,1,100000002,510000000960,
3.44762,,Segment,3,2,Image 1,1,1,100000001,510000000963,
