
Segment Center Intensity Min Ch=3 Img=1
 ==================== 
Segment Center Intensity Min,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Segment,3,9,Image 1,4,1,100000001,510000000045,
0,,Segment,3,8,Image 1,4,1,100000001,510000000062,
0,,Segment,3,7,Image 1,3,1,100000001,510000000071,
0,,Segment,3,6,Image 1,2,1,100000001,510000000092,
0,,Segment,3,5,Image 1,1,1,100000001,510000000105,
0,,Segment,3,4,Image 1,1,1,100000001,510000000112,
0,,Segment,3,3,Image 1,1,1,100000001,510000000138,
0,,Segment,3,2,Image 1,1,1,100000001,510000000171,
0,,Segment,3,1,Image 1,1,1,100000001,510000000176,
0,,Segment,3,0,Image 1,1,1,100000001,510000000180,
0,,Segment,3,9,Image 1,5,1,100000001,510000000201,
0,,Segment,3,8,Image 1,3,1,100000001,510000000216,
0,,Segment,3,7,Image 1,2,1,100000001,510000000224,
0,,Segment,3,6,Image 1,2,1,100000000,510000000296,
0,,Segment,3,5,Image 1,2,1,100000000,510000000302,
0,,Segment,3,3,Image 1,2,1,100000000,510000000306,
0,,Segment,3,2,Image 1,1,1,100000000,510000000313,
0,,Segment,3,1,Image 1,1,1,100000000,510000000316,
0,,Segment,3,0,Image 1,1,1,100000000,510000000355,
0,,Segment,3,4,Image 1,3,1,100000000,510000000431,
0,,Segment,3,5,Image 1,3,1,100000000,510000000445,
0,,Segment,3,4,Image 1,2,1,100000000,510000000453,
0,,Segment,3,3,Image 1,1,1,100000000,510000000461,
0,,Segment,3,6,Image 1,3,1,100000000,510000000472,
0,,Segment,3,2,Image 1,3,1,100000000,510000000478,
0,,Segment,3,1,Image 1,2,1,100000000,510000000482,
0,,Segment,3,2,Image 1,2,1,100000000,510000000484,
0,,Segment,3,2,Image 1,2,1,100000000,510000000488,
0,,Segment,3,9,Image 1,4,1,100000001,510000000500,
0,,Segment,3,7,Image 1,4,1,100000001,510000000503,
0,,Segment,3,6,Image 1,3,1,100000001,510000000564,
0,,Segment,3,5,Image 1,2,1,100000001,510000000581,
0,,Segment,3,4,Image 1,2,1,100000001,510000000595,
0,,Segment,3,9,Image 1,5,1,100000001,510000000607,
0,,Segment,3,8,Image 1,4,1,100000001,510000000610,
0,,Segment,3,7,Image 1,3,1,100000001,510000000613,
0,,Segment,3,8,Image 1,5,1,100000001,510000000630,
0,,Segment,3,10,Image 1,4,1,100000001,510000000646,
0,,Segment,3,9,Image 1,4,1,100000001,510000000648,
0,,Segment,3,10,Image 1,5,1,100000001,510000000653,
0,,Segment,3,9,Image 1,5,1,100000001,510000000656,
0,,Segment,3,8,Image 1,3,1,100000001,510000000659,
0,,Segment,3,2,Image 1,3,1,100000002,510000000667,
0,,Segment,3,1,Image 1,2,1,100000002,510000000674,
0,,Segment,3,0,Image 1,1,1,100000002,510000000748,
0,,Segment,3,2,Image 1,2,1,100000002,510000000785,
0,,Segment,3,6,Image 1,1,1,100000001,510000000789,
0,,Segment,3,6,Image 1,3,1,100000001,510000000795,
0,,Segment,3,6,Image 1,2,1,100000001,510000000797,
0,,Segment,3,6,Image 1,3,1,100000001,510000000803,
0,,Segment,3,5,Image 1,3,1,100000001,510000000811,
0,,Segment,3,6,Image 1,2,1,100000001,510000000814,
0,,Segment,3,4,Image 1,3,1,100000001,510000000823,
0,,Segment,3,3,Image 1,2,1,100000001,510000000832,
0,,Segment,3,4,Image 1,2,1,100000001,510000000836,
0,,Segment,3,0,Image 1,1,1,100000001,510000000849,
0,,Segment,3,0,Image 1,1,1,100000002,510000000882,
0,,Segment,3,2,Image 1,1,1,100000001,510000000918,
0,,Segment,3,1,Image 1,1,1,100000001,510000000924,
0,,Segment,3,0,Image 1,1,1,100000001,510000000951,
0,,Segment,3,1,Image 1,2,1,100000001,510000000962,
0,,Segment,3,0,Image 1,1,1,100000001,510000000968,
0,,Segment,3,1,Image 1,1,1,100000001,510000001023,
0,,Segment,3,2,Image 1,2,1,100000001,510000001027,
0,,Segment,3,1,Image 1,2,1,100000002,510000001037,
0,,Segment,3,0,Image 1,1,1,100000002,510000001054,
0,,Segment,3,2,Image 1,2,1,100000001,510000001056,
0,,Segment,3,2,Image 1,1,1,100000002,510000001084,
0,,Segment,3,1,Image 1,1,1,100000002,510000001089,
0,,Segment,3,2,Image 1,2,1,100000002,510000001096,
0,,Segment,3,1,Image 1,2,1,100000001,510000001116,
0,,Segment,3,1,Image 1,2,1,100000001,510000001174,
0,,Segment,3,4,Image 1,2,1,100000000,510000001201,
0,,Segment,3,4,Image 1,1,1,100000000,510000001202,
0,,Segment,3,5,Image 1,2,1,100000001,510000001203,
0,,Segment,3,8,Image 1,4,1,100000001,510000001204,
0,,Segment,3,1,Image 1,1,1,100000002,510000001206,
