
Spine Neck Min Diameter
 ==================== 
Spine Neck Min Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.572957,µm,Spine,3,2,1,100000001,610000003496,
0.266299,µm,Spine,5,2,1,100000000,610000003501,
0.253976,µm,Spine,6,3,1,100000000,610000003503,
0.290676,µm,Spine,0,1,1,100000000,610000003507,
0.396094,µm,Spine,3,2,1,100000000,610000003510,
0.204737,µm,Spine,2,2,1,100000000,610000003518,
0.300721,µm,Spine,5,3,1,100000000,610000003520,
0.237925,µm,Spine,3,3,1,100000001,610000003523,
0.1625,µm,Spine,6,3,1,100000001,610000003525,
0.32086,µm,Spine,1,1,1,100000000,610000003527,
0.267374,µm,Spine,1,1,1,100000000,610000003529,
0.236698,µm,Spine,8,2,1,100000001,610000003531,
0.1625,µm,Spine,2,1,1,100000000,610000003536,
0,µm,Spine,5,2,1,100000000,610000003542,
0.34495,µm,Spine,3,1,1,100000000,610000003549,
0.24375,µm,Spine,5,2,1,100000000,610000003555,
0,µm,Spine,2,1,1,100000000,610000003557,
0.265556,µm,Spine,6,2,1,100000000,610000003560,
0,µm,Spine,3,2,1,100000000,610000003562,
0.318707,µm,Spine,0,1,1,100000001,610000003567,
0.552613,µm,Spine,1,1,1,100000000,610000003573,
0.304688,µm,Spine,0,1,1,100000001,610000003576,
0.341297,µm,Spine,6,2,1,100000001,610000003579,
0.318287,µm,Spine,1,1,1,100000000,610000003581,
0.286279,µm,Spine,4,3,1,100000001,610000003584,
0,µm,Spine,0,1,1,100000001,610000003586,
0.283793,µm,Spine,5,2,1,100000000,610000003590,
0,µm,Spine,5,3,1,100000000,610000003595,
0.242833,µm,Spine,0,1,1,100000001,610000003597,
0.48444,µm,Spine,3,2,1,100000000,610000003600,
0.203125,µm,Spine,5,3,1,100000000,610000003603,
0.3357,µm,Spine,2,3,1,100000001,610000003605,
0.24375,µm,Spine,5,2,1,100000001,610000003607,
0,µm,Spine,2,1,1,100000000,610000003610,
0,µm,Spine,2,2,1,100000000,610000003613,
0,µm,Spine,4,2,1,100000000,610000003617,
0,µm,Spine,2,1,1,100000000,610000003623,
0,µm,Spine,0,1,1,100000001,610000003630,
0.365343,µm,Spine,1,1,1,100000001,610000003632,
0,µm,Spine,1,2,1,100000000,610000003637,
0,µm,Spine,2,1,1,100000000,610000003641,
0.604778,µm,Spine,3,2,1,100000000,610000003646,
0,µm,Spine,2,1,1,100000000,610000003648,
0.361904,µm,Spine,13,5,1,100000001,610000003650,
0.728763,µm,Spine,2,2,1,100000000,610000003655,
0.356876,µm,Spine,2,1,1,100000000,610000003658,
0,µm,Spine,3,2,1,100000000,610000003665,
0.244381,µm,Spine,0,1,1,100000000,610000003669,
0.248056,µm,Spine,2,2,1,100000000,610000003673,
0,µm,Spine,2,1,1,100000000,610000003676,
0,µm,Spine,2,1,1,100000000,610000003683,
0,µm,Spine,6,2,1,100000000,610000003686,
0,µm,Spine,8,6,1,100000000,610000003724,
0,µm,Spine,6,5,1,100000000,610000003725,
0,µm,Spine,6,4,1,100000000,610000003726,
0,µm,Spine,5,4,1,100000000,610000003727,
0,µm,Spine,5,4,1,100000000,610000003728,
0,µm,Spine,7,4,1,100000000,610000003729,
0,µm,Spine,7,4,1,100000000,610000003730,
0,µm,Spine,7,4,1,100000000,610000003731,
0,µm,Spine,6,3,1,100000000,610000003732,
0,µm,Spine,6,3,1,100000000,610000003733,
0,µm,Spine,5,3,1,100000000,610000003734,
0,µm,Spine,5,3,1,100000000,610000003735,
0,µm,Spine,4,3,1,100000000,610000003736,
0,µm,Spine,4,3,1,100000000,610000003737,
0,µm,Spine,8,4,1,100000000,610000003738,
0,µm,Spine,8,4,1,100000000,610000003739,
0,µm,Spine,8,4,1,100000000,610000003740,
0,µm,Spine,6,3,1,100000000,610000003741,
0,µm,Spine,6,3,1,100000000,610000003742,
0,µm,Spine,6,3,1,100000000,610000003743,
0,µm,Spine,5,3,1,100000000,610000003744,
0,µm,Spine,5,3,1,100000000,610000003745,
0,µm,Spine,5,3,1,100000000,610000003746,
0,µm,Spine,3,2,1,100000000,610000003747,
0,µm,Spine,3,2,1,100000000,610000003748,
0,µm,Spine,3,2,1,100000000,610000003749,
0,µm,Spine,2,2,1,100000000,610000003750,
0,µm,Spine,2,2,1,100000000,610000003751,
0,µm,Spine,9,5,1,100000000,610000003752,
0,µm,Spine,8,4,1,100000000,610000003753,
0,µm,Spine,6,3,1,100000000,610000003754,
0,µm,Spine,5,2,1,100000000,610000003755,
0,µm,Spine,5,2,1,100000000,610000003756,
0,µm,Spine,2,2,1,100000000,610000003757,
0,µm,Spine,6,1,1,100000000,610000003758,
0,µm,Spine,6,1,1,100000000,610000003759,
0,µm,Spine,5,2,1,100000000,610000003760,
0,µm,Spine,3,1,1,100000000,610000003761,
0,µm,Spine,3,1,1,100000000,610000003762,
0,µm,Spine,2,1,1,100000000,610000003763,
0,µm,Spine,8,4,1,100000000,610000003764,
0,µm,Spine,6,3,1,100000000,610000003765,
0,µm,Spine,9,5,1,100000000,610000003766,
0,µm,Spine,5,4,1,100000000,610000003767,
0,µm,Spine,1,1,1,100000000,610000003768,
0,µm,Spine,0,1,1,100000000,610000003769,
0,µm,Spine,0,1,1,100000000,610000003770,
0,µm,Spine,0,1,1,100000000,610000003771,
0,µm,Spine,0,1,1,100000000,610000003772,
0,µm,Spine,0,1,1,100000000,610000003773,
0,µm,Spine,2,1,1,100000000,610000003774,
0,µm,Spine,2,1,1,100000000,610000003775,
0,µm,Spine,2,1,1,100000000,610000003776,
0,µm,Spine,1,2,1,100000000,610000003777,
0,µm,Spine,1,2,1,100000000,610000003778,
0,µm,Spine,0,1,1,100000000,610000003779,
0,µm,Spine,4,3,1,100000000,610000003781,
0,µm,Spine,1,2,1,100000000,610000003782,
0,µm,Spine,2,1,1,100000000,610000003783,
0,µm,Spine,2,1,1,100000000,610000003784,
0,µm,Spine,1,1,1,100000000,610000003785,
0,µm,Spine,1,1,1,100000000,610000003787,
0,µm,Spine,1,1,1,100000000,610000003788,
0,µm,Spine,2,2,1,100000001,610000003789,
0,µm,Spine,1,1,1,100000001,610000003790,
0,µm,Spine,0,1,1,100000001,610000003791,
0,µm,Spine,0,1,1,100000001,610000003793,
0,µm,Spine,0,1,1,100000001,610000003794,
0,µm,Spine,0,1,1,100000001,610000003795,
0,µm,Spine,6,4,1,100000001,610000003797,
0,µm,Spine,6,4,1,100000001,610000003798,
0,µm,Spine,5,3,1,100000001,610000003799,
0,µm,Spine,2,2,1,100000001,610000003800,
0,µm,Spine,0,1,1,100000001,610000003801,
0,µm,Spine,4,1,1,100000001,610000003802,
0,µm,Spine,2,1,1,100000001,610000003803,
0,µm,Spine,11,3,1,100000001,610000003804,
0,µm,Spine,11,3,1,100000001,610000003805,
0,µm,Spine,7,2,1,100000001,610000003806,
0,µm,Spine,7,2,1,100000001,610000003807,
0,µm,Spine,7,2,1,100000001,610000003808,
0,µm,Spine,7,2,1,100000001,610000003809,
0,µm,Spine,8,3,1,100000001,610000003810,
0,µm,Spine,8,3,1,100000001,610000003811,
0,µm,Spine,6,2,1,100000001,610000003812,
0,µm,Spine,6,2,1,100000001,610000003813,
0,µm,Spine,6,3,1,100000001,610000003814,
0,µm,Spine,6,3,1,100000001,610000003815,
0,µm,Spine,5,4,1,100000001,610000003816,
0,µm,Spine,5,4,1,100000001,610000003817,
0,µm,Spine,5,4,1,100000001,610000003818,
0,µm,Spine,7,2,1,100000001,610000003819,
0,µm,Spine,9,2,1,100000001,610000003820,
0,µm,Spine,9,2,1,100000001,610000003821,
0,µm,Spine,8,1,1,100000001,610000003822,
0,µm,Spine,4,1,1,100000001,610000003823,
0,µm,Spine,4,2,1,100000001,610000003824,
0,µm,Spine,3,1,1,100000001,610000003825,
0,µm,Spine,3,1,1,100000001,610000003826,
0,µm,Spine,3,2,1,100000001,610000003827,
0,µm,Spine,2,2,1,100000001,610000003828,
0,µm,Spine,1,1,1,100000001,610000003829,
0,µm,Spine,0,1,1,100000001,610000003830,
0,µm,Spine,2,2,1,100000001,610000003831,
0,µm,Spine,0,1,1,100000001,610000003832,
