
Spine Number of Voxel Ch=5 Img=1
 ==================== 
Spine Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
242,,Spine,5,0,Image 1,1,1,100000001,610000005064,
216,,Spine,5,0,Image 1,1,1,100000001,610000005082,
174,,Spine,5,0,Image 1,1,1,100000001,610000005095,
153,,Spine,5,4,Image 1,3,1,100000001,610000005100,
168,,Spine,5,0,Image 1,1,1,100000001,610000005112,
126,,Spine,5,4,Image 1,3,1,100000001,610000005117,
103,,Spine,5,1,Image 1,1,1,100000001,610000005121,
78,,Spine,5,4,Image 1,3,1,100000001,610000005124,
254,,Spine,5,2,Image 1,2,1,100000003,610000005131,
231,,Spine,5,2,Image 1,2,1,100000003,610000005137,
285,,Spine,5,0,Image 1,1,1,100000002,610000005144,
156,,Spine,5,0,Image 1,1,1,100000001,610000005150,
130,,Spine,5,4,Image 1,2,1,100000002,610000005153,
111,,Spine,5,5,Image 1,2,1,100000003,610000005156,
91,,Spine,5,7,Image 1,1,1,100000003,610000005158,
1454,,Spine,5,0,Image 1,1,1,100000000,610000005166,
130,,Spine,5,2,Image 1,2,1,100000001,610000005169,
173,,Spine,5,6,Image 1,3,1,100000002,610000005172,
189,,Spine,5,7,Image 1,4,1,100000000,610000005175,
86,,Spine,5,11,Image 1,5,1,100000002,610000005177,
313,,Spine,5,1,Image 1,1,1,100000003,610000005181,
229,,Spine,5,3,Image 1,2,1,100000001,610000005187,
1453,,Spine,5,0,Image 1,1,1,100000000,610000005191,
205,,Spine,5,0,Image 1,1,1,100000002,610000005195,
92,,Spine,5,0,Image 1,1,1,100000001,610000005197,
311,,Spine,5,1,Image 1,2,1,100000000,610000005200,
237,,Spine,5,4,Image 1,1,1,100000003,610000005206,
109,,Spine,5,2,Image 1,2,1,100000002,610000005209,
352,,Spine,5,5,Image 1,2,1,100000003,610000005215,
126,,Spine,5,5,Image 1,1,1,100000003,610000005217,
189,,Spine,5,5,Image 1,1,1,100000003,610000005220,
693,,Spine,5,0,Image 1,1,1,100000000,610000005222,
551,,Spine,5,0,Image 1,1,1,100000000,610000005226,
178,,Spine,5,7,Image 1,3,1,100000002,610000005229,
214,,Spine,5,2,Image 1,1,1,100000003,610000005233,
68,,Spine,5,5,Image 1,3,1,100000001,610000005236,
247,,Spine,5,8,Image 1,3,1,100000002,610000005239,
124,,Spine,5,4,Image 1,3,1,100000002,610000005243,
131,,Spine,5,7,Image 1,3,1,100000002,610000005245,
67,,Spine,5,4,Image 1,3,1,100000001,610000005247,
183,,Spine,5,3,Image 1,1,1,100000001,610000005251,
277,,Spine,5,0,Image 1,1,1,100000000,610000005255,
1469,,Spine,5,2,Image 1,1,1,100000003,610000005257,
351,,Spine,5,0,Image 1,1,1,100000000,610000005259,
55,,Spine,5,6,Image 1,3,1,100000001,610000005261,
743,,Spine,5,0,Image 1,1,1,100000000,610000005266,
131,,Spine,5,0,Image 1,1,1,100000003,610000005268,
318,,Spine,5,1,Image 1,2,1,100000000,610000005270,
75,,Spine,5,7,Image 1,3,1,100000002,610000005272,
127,,Spine,5,7,Image 1,3,1,100000002,610000005274,
120,,Spine,5,4,Image 1,2,1,100000001,610000005276,
76,,Spine,5,4,Image 1,2,1,100000000,610000005278,
215,,Spine,5,5,Image 1,2,1,100000001,610000005282,
258,,Spine,5,3,Image 1,2,1,100000001,610000005286,
111,,Spine,5,0,Image 1,1,1,100000001,610000005288,
227,,Spine,5,3,Image 1,1,1,100000003,610000005290,
707,,Spine,5,0,Image 1,1,1,100000000,610000005300,
235,,Spine,5,4,Image 1,1,1,100000003,610000005304,
108,,Spine,5,0,Image 1,1,1,100000001,610000005306,
184,,Spine,5,0,Image 1,1,1,100000002,610000005308,
221,,Spine,5,2,Image 1,1,1,100000001,610000005310,
104,,Spine,5,1,Image 1,2,1,100000002,610000005312,
190,,Spine,5,4,Image 1,2,1,100000002,610000005316,
198,,Spine,5,3,Image 1,1,1,100000003,610000005319,
135,,Spine,5,0,Image 1,1,1,100000000,610000005321,
192,,Spine,5,8,Image 1,4,1,100000002,610000005324,
234,,Spine,5,1,Image 1,1,1,100000003,610000005327,
666,,Spine,5,3,Image 1,1,1,100000003,610000005331,
87,,Spine,5,1,Image 1,1,1,100000000,610000005333,
87,,Spine,5,3,Image 1,2,1,100000001,610000005336,
150,,Spine,5,0,Image 1,1,1,100000001,610000005340,
482,,Spine,5,5,Image 1,2,1,100000003,610000005342,
204,,Spine,5,0,Image 1,1,1,100000000,610000005344,
192,,Spine,5,6,Image 1,1,1,100000003,610000005346,
148,,Spine,5,0,Image 1,1,1,100000000,610000005349,
69,,Spine,5,2,Image 1,2,1,100000001,610000005352,
190,,Spine,5,3,Image 1,1,1,100000002,610000005357,
108,,Spine,5,3,Image 1,2,1,100000002,610000005359,
375,,Spine,5,0,Image 1,1,1,100000001,610000005361,
106,,Spine,5,0,Image 1,1,1,100000002,610000005363,
140,,Spine,5,5,Image 1,2,1,100000003,610000005366,
144,,Spine,5,6,Image 1,1,1,100000003,610000005370,
147,,Spine,5,5,Image 1,2,1,100000001,610000005372,
120,,Spine,5,3,Image 1,2,1,100000001,610000005374,
123,,Spine,5,3,Image 1,3,1,100000001,610000005376,
202,,Spine,5,4,Image 1,1,1,100000003,610000005379,
272,,Spine,5,5,Image 1,2,1,100000003,610000005382,
22,,Spine,5,0,Image 1,1,1,100000001,610000005384,
156,,Spine,5,5,Image 1,3,1,100000003,610000005389,
137,,Spine,5,8,Image 1,3,1,100000000,610000005392,
218,,Spine,5,0,Image 1,1,1,100000001,610000005394,
108,,Spine,5,0,Image 1,1,1,100000000,610000005398,
148,,Spine,5,5,Image 1,3,1,100000003,610000005400,
75,,Spine,5,5,Image 1,2,1,100000003,610000005402,
34,,Spine,5,0,Image 1,1,1,100000000,610000005410,
161,,Spine,5,4,Image 1,3,1,100000001,610000005412,
375,,Spine,5,0,Image 1,1,1,100000000,610000005421,
78,,Spine,5,0,Image 1,1,1,100000000,610000005425,
15,,Spine,5,0,Image 1,1,1,100000001,610000005427,
172,,Spine,5,5,Image 1,1,1,100000003,610000005434,
255,,Spine,5,3,Image 1,1,1,100000002,610000005438,
130,,Spine,5,0,Image 1,1,1,100000001,610000005445,
658,,Spine,5,0,Image 1,1,1,100000000,610000005447,
247,,Spine,5,0,Image 1,1,1,100000000,610000005451,
294,,Spine,5,0,Image 1,1,1,100000000,610000005455,
179,,Spine,5,2,Image 1,1,1,100000003,610000005464,
206,,Spine,5,0,Image 1,1,1,100000001,610000005472,
306,,Spine,5,5,Image 1,3,1,100000003,610000005476,
251,,Spine,5,5,Image 1,2,1,100000002,610000005481,
88,,Spine,5,8,Image 1,3,1,100000000,610000005529,
66,,Spine,5,8,Image 1,3,1,100000000,610000005530,
78,,Spine,5,8,Image 1,3,1,100000000,610000005531,
128,,Spine,5,7,Image 1,4,1,100000000,610000005532,
194,,Spine,5,0,Image 1,1,1,100000000,610000005533,
36,,Spine,5,1,Image 1,2,1,100000000,610000005536,
267,,Spine,5,0,Image 1,1,1,100000000,610000005537,
123,,Spine,5,0,Image 1,1,1,100000000,610000005539,
203,,Spine,5,0,Image 1,1,1,100000000,610000005540,
237,,Spine,5,0,Image 1,1,1,100000000,610000005541,
53,,Spine,5,6,Image 1,3,1,100000001,610000005542,
124,,Spine,5,5,Image 1,2,1,100000001,610000005543,
140,,Spine,5,2,Image 1,2,1,100000001,610000005544,
60,,Spine,5,2,Image 1,2,1,100000001,610000005545,
90,,Spine,5,2,Image 1,2,1,100000001,610000005546,
132,,Spine,5,2,Image 1,2,1,100000001,610000005547,
157,,Spine,5,6,Image 1,3,1,100000001,610000005548,
72,,Spine,5,5,Image 1,3,1,100000001,610000005549,
89,,Spine,5,4,Image 1,2,1,100000001,610000005550,
228,,Spine,5,3,Image 1,2,1,100000001,610000005551,
225,,Spine,5,3,Image 1,2,1,100000001,610000005552,
87,,Spine,5,3,Image 1,2,1,100000001,610000005553,
99,,Spine,5,3,Image 1,3,1,100000001,610000005554,
118,,Spine,5,2,Image 1,2,1,100000001,610000005555,
106,,Spine,5,2,Image 1,2,1,100000001,610000005556,
156,,Spine,5,1,Image 1,1,1,100000001,610000005557,
168,,Spine,5,0,Image 1,1,1,100000001,610000005558,
278,,Spine,5,0,Image 1,1,1,100000001,610000005559,
173,,Spine,5,0,Image 1,1,1,100000001,610000005560,
148,,Spine,5,3,Image 1,1,1,100000001,610000005563,
115,,Spine,5,0,Image 1,1,1,100000001,610000005564,
89,,Spine,5,3,Image 1,3,1,100000001,610000005565,
165,,Spine,5,1,Image 1,1,1,100000001,610000005566,
56,,Spine,5,8,Image 1,4,1,100000002,610000005568,
83,,Spine,5,9,Image 1,3,1,100000002,610000005569,
66,,Spine,5,5,Image 1,3,1,100000002,610000005570,
119,,Spine,5,3,Image 1,2,1,100000002,610000005571,
42,,Spine,5,2,Image 1,2,1,100000002,610000005572,
94,,Spine,5,2,Image 1,1,1,100000002,610000005573,
90,,Spine,5,2,Image 1,1,1,100000002,610000005574,
49,,Spine,5,8,Image 1,2,1,100000002,610000005575,
86,,Spine,5,8,Image 1,2,1,100000002,610000005576,
134,,Spine,5,7,Image 1,3,1,100000002,610000005577,
155,,Spine,5,4,Image 1,3,1,100000002,610000005578,
100,,Spine,5,4,Image 1,3,1,100000002,610000005579,
80,,Spine,5,4,Image 1,4,1,100000002,610000005580,
154,,Spine,5,4,Image 1,3,1,100000002,610000005581,
95,,Spine,5,3,Image 1,3,1,100000002,610000005582,
196,,Spine,5,3,Image 1,3,1,100000002,610000005583,
173,,Spine,5,1,Image 1,1,1,100000002,610000005584,
71,,Spine,5,3,Image 1,2,1,100000002,610000005585,
66,,Spine,5,1,Image 1,2,1,100000002,610000005586,
137,,Spine,5,2,Image 1,1,1,100000002,610000005587,
77,,Spine,5,10,Image 1,5,1,100000002,610000005589,
61,,Spine,5,11,Image 1,5,1,100000002,610000005590,
79,,Spine,5,11,Image 1,4,1,100000002,610000005591,
87,,Spine,5,11,Image 1,4,1,100000002,610000005592,
82,,Spine,5,6,Image 1,4,1,100000002,610000005593,
220,,Spine,5,8,Image 1,3,1,100000002,610000005594,
66,,Spine,5,6,Image 1,3,1,100000002,610000005595,
60,,Spine,5,2,Image 1,2,1,100000002,610000005596,
82,,Spine,5,2,Image 1,2,1,100000002,610000005597,
83,,Spine,5,5,Image 1,1,1,100000002,610000005598,
60,,Spine,5,5,Image 1,2,1,100000002,610000005599,
118,,Spine,5,4,Image 1,1,1,100000002,610000005600,
155,,Spine,5,3,Image 1,1,1,100000002,610000005601,
147,,Spine,5,3,Image 1,1,1,100000002,610000005602,
240,,Spine,5,3,Image 1,1,1,100000002,610000005603,
180,,Spine,5,2,Image 1,1,1,100000002,610000005604,
149,,Spine,5,1,Image 1,1,1,100000002,610000005605,
145,,Spine,5,0,Image 1,1,1,100000002,610000005606,
108,,Spine,5,0,Image 1,1,1,100000002,610000005608,
154,,Spine,5,0,Image 1,1,1,100000002,610000005609,
195,,Spine,5,7,Image 1,2,1,100000003,610000005610,
145,,Spine,5,6,Image 1,2,1,100000003,610000005611,
73,,Spine,5,6,Image 1,2,1,100000003,610000005612,
129,,Spine,5,6,Image 1,1,1,100000003,610000005613,
67,,Spine,5,6,Image 1,1,1,100000003,610000005614,
44,,Spine,5,6,Image 1,1,1,100000003,610000005615,
288,,Spine,5,2,Image 1,1,1,100000003,610000005616,
124,,Spine,5,2,Image 1,2,1,100000003,610000005617,
244,,Spine,5,1,Image 1,1,1,100000003,610000005618,
41,,Spine,5,1,Image 1,2,1,100000003,610000005619,
53,,Spine,5,9,Image 1,2,1,100000003,610000005621,
93,,Spine,5,7,Image 1,1,1,100000003,610000005622,
121,,Spine,5,7,Image 1,1,1,100000003,610000005623,
97,,Spine,5,5,Image 1,3,1,100000003,610000005624,
257,,Spine,5,5,Image 1,3,1,100000003,610000005625,
321,,Spine,5,5,Image 1,3,1,100000003,610000005626,
142,,Spine,5,3,Image 1,1,1,100000003,610000005627,
132,,Spine,5,3,Image 1,2,1,100000003,610000005628,
160,,Spine,5,2,Image 1,2,1,100000003,610000005629,
108,,Spine,5,3,Image 1,2,1,100000003,610000005630,
55,,Spine,5,5,Image 1,2,1,100000003,610000005631,
53,,Spine,5,5,Image 1,2,1,100000003,610000005632,
89,,Spine,5,3,Image 1,1,1,100000003,610000005633,
219,,Spine,5,4,Image 1,2,1,100000003,610000005634,
97,,Spine,5,4,Image 1,2,1,100000003,610000005635,
50,,Spine,5,2,Image 1,2,1,100000003,610000005636,
137,,Spine,5,2,Image 1,1,1,100000003,610000005637,
59,,Spine,5,2,Image 1,1,1,100000003,610000005638,
41,,Spine,5,1,Image 1,1,1,100000003,610000005639,
225,,Spine,5,0,Image 1,1,1,100000003,610000005640,
125,,Spine,5,0,Image 1,1,1,100000003,610000005641,
124,,Spine,5,0,Image 1,1,1,100000003,610000005642,
57,,Spine,5,0,Image 1,1,1,100000003,610000005643,
103,,Spine,5,0,Image 1,1,1,100000003,610000005644,
