
Spine Neck Mean Diameter
 ==================== 
Spine Neck Mean Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.77474,µm,Spine,2,2,1,100000000,610000008719,
1.24116,µm,Spine,0,1,1,100000001,610000008722,
0.424087,µm,Spine,0,1,1,100000000,610000008727,
0,µm,Spine,11,5,1,100000001,610000008731,
0,µm,Spine,0,1,1,100000000,610000008733,
0,µm,Spine,6,4,1,100000002,610000008737,
0.738147,µm,Spine,3,2,1,100000000,610000008742,
0.64055,µm,Spine,5,2,1,100000003,610000008747,
1.21951,µm,Spine,4,2,1,100000002,610000008750,
1.04167,µm,Spine,0,1,1,100000001,610000008753,
0,µm,Spine,6,4,1,100000002,610000008756,
0.416667,µm,Spine,0,1,1,100000000,610000008759,
0.683052,µm,Spine,3,1,1,100000003,610000008762,
0,µm,Spine,5,2,1,100000002,610000008765,
0,µm,Spine,4,3,1,100000001,610000008768,
1.2929,µm,Spine,0,1,1,100000000,610000008771,
0,µm,Spine,6,4,1,100000002,610000008775,
0.661306,µm,Spine,0,1,1,100000000,610000008783,
0.641665,µm,Spine,0,1,1,100000000,610000008787,
0.969327,µm,Spine,0,1,1,100000001,610000008791,
0,µm,Spine,1,1,1,100000002,610000008794,
0.428254,µm,Spine,0,1,1,100000000,610000008799,
0.906958,µm,Spine,1,1,1,100000000,610000008804,
0.697494,µm,Spine,0,1,1,100000000,610000008808,
1.05342,µm,Spine,7,3,1,100000002,610000008810,
0.453269,µm,Spine,1,1,1,100000000,610000008819,
0.625,µm,Spine,2,2,1,100000000,610000008822,
0,µm,Spine,6,4,1,100000002,610000008825,
1.18815,µm,Spine,1,2,1,100000003,610000008827,
0,µm,Spine,5,1,1,100000005,610000008832,
0,µm,Spine,0,1,1,100000003,610000008837,
0,µm,Spine,0,1,1,100000000,610000008839,
0,µm,Spine,1,1,1,100000002,610000008842,
0.416667,µm,Spine,0,1,1,100000000,610000008844,
1.02224,µm,Spine,1,1,1,100000000,610000008847,
0,µm,Spine,0,1,1,100000000,610000008858,
0,µm,Spine,0,1,1,100000000,610000008864,
0,µm,Spine,0,1,1,100000000,610000008883,
0,µm,Spine,2,1,1,100000000,610000008943,
0,µm,Spine,2,1,1,100000000,610000008944,
0,µm,Spine,1,1,1,100000000,610000008945,
0,µm,Spine,3,2,1,100000000,610000008947,
0,µm,Spine,3,2,1,100000000,610000008948,
0,µm,Spine,2,2,1,100000000,610000008949,
0,µm,Spine,2,2,1,100000000,610000008950,
0,µm,Spine,2,2,1,100000000,610000008951,
0,µm,Spine,0,1,1,100000000,610000008952,
0,µm,Spine,0,1,1,100000000,610000008953,
0,µm,Spine,0,1,1,100000000,610000008954,
0,µm,Spine,2,2,1,100000000,610000008955,
0,µm,Spine,2,2,1,100000000,610000008956,
0,µm,Spine,1,1,1,100000000,610000008957,
0,µm,Spine,3,4,1,100000000,610000008958,
0,µm,Spine,3,4,1,100000000,610000008959,
0,µm,Spine,3,3,1,100000000,610000008960,
0,µm,Spine,2,3,1,100000000,610000008961,
0,µm,Spine,2,3,1,100000000,610000008962,
0,µm,Spine,1,1,1,100000000,610000008964,
0,µm,Spine,0,1,1,100000000,610000008966,
0,µm,Spine,0,1,1,100000000,610000008969,
0,µm,Spine,0,1,1,100000000,610000008970,
0,µm,Spine,0,1,1,100000000,610000008971,
0,µm,Spine,2,1,1,100000001,610000008973,
0,µm,Spine,0,1,1,100000001,610000008974,
0,µm,Spine,4,2,1,100000001,610000008975,
0,µm,Spine,4,2,1,100000001,610000008976,
0,µm,Spine,5,2,1,100000001,610000008977,
0,µm,Spine,1,1,1,100000001,610000008978,
0,µm,Spine,0,1,1,100000001,610000008979,
0,µm,Spine,0,1,1,100000001,610000008980,
0,µm,Spine,0,1,1,100000001,610000008981,
0,µm,Spine,1,2,1,100000001,610000008982,
0,µm,Spine,6,3,1,100000001,610000008983,
0,µm,Spine,1,2,1,100000001,610000008984,
0,µm,Spine,1,2,1,100000001,610000008985,
0,µm,Spine,4,2,1,100000001,610000008986,
0,µm,Spine,2,1,1,100000001,610000008987,
0,µm,Spine,4,3,1,100000001,610000008988,
0,µm,Spine,0,1,1,100000001,610000008989,
0,µm,Spine,1,2,1,100000001,610000008991,
0,µm,Spine,0,1,1,100000001,610000008992,
0,µm,Spine,0,1,1,100000001,610000008993,
0,µm,Spine,0,1,1,100000001,610000008994,
0,µm,Spine,0,1,1,100000001,610000008995,
0,µm,Spine,0,1,1,100000001,610000008996,
0,µm,Spine,0,1,1,100000001,610000008997,
0,µm,Spine,4,2,1,100000002,610000009000,
0,µm,Spine,13,3,1,100000002,610000009001,
0,µm,Spine,11,2,1,100000002,610000009002,
0,µm,Spine,9,2,1,100000002,610000009003,
0,µm,Spine,9,2,1,100000002,610000009004,
0,µm,Spine,16,2,1,100000002,610000009005,
0,µm,Spine,11,2,1,100000002,610000009006,
0,µm,Spine,10,1,1,100000002,610000009007,
0,µm,Spine,10,1,1,100000002,610000009008,
0,µm,Spine,9,1,1,100000002,610000009009,
0,µm,Spine,9,1,1,100000002,610000009010,
0,µm,Spine,8,1,1,100000002,610000009011,
0,µm,Spine,7,1,1,100000002,610000009012,
0,µm,Spine,7,1,1,100000002,610000009013,
0,µm,Spine,4,2,1,100000002,610000009014,
0,µm,Spine,3,2,1,100000002,610000009015,
0,µm,Spine,2,2,1,100000002,610000009016,
0,µm,Spine,2,2,1,100000002,610000009017,
0,µm,Spine,1,1,1,100000002,610000009018,
0,µm,Spine,1,1,1,100000002,610000009019,
0,µm,Spine,0,1,1,100000002,610000009020,
0,µm,Spine,6,4,1,100000002,610000009022,
0,µm,Spine,8,4,1,100000002,610000009023,
0,µm,Spine,8,4,1,100000002,610000009024,
0,µm,Spine,6,3,1,100000002,610000009025,
0,µm,Spine,5,3,1,100000002,610000009026,
0,µm,Spine,5,3,1,100000002,610000009027,
0,µm,Spine,5,3,1,100000002,610000009028,
0,µm,Spine,3,1,1,100000002,610000009029,
0,µm,Spine,6,3,1,100000002,610000009030,
0,µm,Spine,5,2,1,100000002,610000009031,
0,µm,Spine,4,2,1,100000002,610000009032,
0,µm,Spine,5,3,1,100000002,610000009033,
0,µm,Spine,5,2,1,100000002,610000009034,
0,µm,Spine,5,2,1,100000002,610000009035,
0,µm,Spine,5,2,1,100000002,610000009036,
0,µm,Spine,2,2,1,100000002,610000009037,
0,µm,Spine,1,1,1,100000002,610000009038,
0,µm,Spine,6,5,1,100000003,610000009040,
0,µm,Spine,5,5,1,100000003,610000009041,
0,µm,Spine,4,4,1,100000003,610000009042,
0,µm,Spine,4,4,1,100000003,610000009043,
0,µm,Spine,10,6,1,100000003,610000009044,
0,µm,Spine,4,3,1,100000003,610000009045,
0,µm,Spine,5,3,1,100000003,610000009046,
0,µm,Spine,5,2,1,100000003,610000009047,
0,µm,Spine,1,2,1,100000003,610000009048,
0,µm,Spine,1,2,1,100000003,610000009049,
0,µm,Spine,1,2,1,100000003,610000009050,
0,µm,Spine,0,1,1,100000003,610000009051,
0,µm,Spine,6,1,1,100000003,610000009052,
0,µm,Spine,4,2,1,100000003,610000009053,
0,µm,Spine,5,3,1,100000003,610000009054,
0,µm,Spine,1,1,1,100000003,610000009055,
0,µm,Spine,7,2,1,100000003,610000009056,
0,µm,Spine,7,2,1,100000003,610000009057,
0,µm,Spine,7,2,1,100000003,610000009058,
0,µm,Spine,7,2,1,100000003,610000009059,
0,µm,Spine,6,2,1,100000003,610000009060,
0,µm,Spine,5,2,1,100000003,610000009061,
0,µm,Spine,5,2,1,100000003,610000009062,
0,µm,Spine,3,1,1,100000003,610000009063,
0,µm,Spine,1,1,1,100000003,610000009064,
0,µm,Spine,4,2,1,100000003,610000009066,
0,µm,Spine,2,2,1,100000003,610000009067,
0,µm,Spine,5,2,1,100000003,610000009068,
0,µm,Spine,5,2,1,100000003,610000009069,
0,µm,Spine,4,1,1,100000003,610000009070,
0,µm,Spine,2,2,1,100000003,610000009072,
0,µm,Spine,2,2,1,100000003,610000009073,
0,µm,Spine,1,2,1,100000003,610000009074,
0,µm,Spine,2,3,1,100000004,610000009075,
0,µm,Spine,1,1,1,100000005,610000009082,
0,µm,Spine,4,2,1,100000005,610000009084,
0,µm,Spine,6,3,1,100000005,610000009085,
0,µm,Spine,1,2,1,100000005,610000009086,
