
Spine Part Volume Neck
 ==================== 
Spine Part Volume Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000006,610000007070,
0.632135,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000007076,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000006,610000007079,
0.048655,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000007083,
0,µm^3,Spine,Spine Part Volume,7,4,1,100000001,610000007085,
0.117289,µm^3,Spine,Spine Part Volume,0,1,1,100000004,610000007088,
0.100234,µm^3,Spine,Spine Part Volume,1,1,1,100000004,610000007091,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000006,610000007094,
0.139519,µm^3,Spine,Spine Part Volume,10,4,1,100000003,610000007100,
0.265307,µm^3,Spine,Spine Part Volume,0,1,1,100000004,610000007103,
0,µm^3,Spine,Spine Part Volume,10,2,1,100000006,610000007105,
0.0789874,µm^3,Spine,Spine Part Volume,5,3,1,100000004,610000007108,
0,µm^3,Spine,Spine Part Volume,8,4,1,100000001,610000007110,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000000,610000007112,
0.056627,µm^3,Spine,Spine Part Volume,3,1,1,100000001,610000007115,
0.0355418,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000007119,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000007121,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000006,610000007124,
0.185221,µm^3,Spine,Spine Part Volume,1,1,1,100000002,610000007127,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000006,610000007130,
0.299973,µm^3,Spine,Spine Part Volume,0,1,1,100000004,610000007133,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000002,610000007137,
0.967609,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000007146,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000007151,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000004,610000007153,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000006,610000007156,
0.146331,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000007159,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000007165,
0.58503,µm^3,Spine,Spine Part Volume,2,2,1,100000001,610000007168,
0.278584,µm^3,Spine,Spine Part Volume,3,2,1,100000002,610000007176,
0.286763,µm^3,Spine,Spine Part Volume,7,3,1,100000001,610000007180,
0.642542,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000007185,
0.253177,µm^3,Spine,Spine Part Volume,3,2,1,100000002,610000007194,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000004,610000007198,
0,µm^3,Spine,Spine Part Volume,2,1,1,100000004,610000007204,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000007206,
0,µm^3,Spine,Spine Part Volume,4,1,1,100000002,610000007208,
0.0822693,µm^3,Spine,Spine Part Volume,0,1,1,100000005,610000007211,
0.222612,µm^3,Spine,Spine Part Volume,0,1,1,100000004,610000007215,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000007217,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000005,610000007219,
0,µm^3,Spine,Spine Part Volume,3,3,1,100000002,610000007221,
0,µm^3,Spine,Spine Part Volume,5,4,1,100000006,610000007226,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000006,610000007229,
0,µm^3,Spine,Spine Part Volume,10,2,1,100000006,610000007233,
0.219445,µm^3,Spine,Spine Part Volume,7,2,1,100000001,610000007236,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000007238,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000006,610000007240,
0,µm^3,Spine,Spine Part Volume,5,2,1,100000002,610000007242,
0,µm^3,Spine,Spine Part Volume,7,4,1,100000001,610000007244,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000004,610000007246,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000007251,
0,µm^3,Spine,Spine Part Volume,7,4,1,100000006,610000007255,
0.451937,µm^3,Spine,Spine Part Volume,6,3,1,100000006,610000007258,
0.183982,µm^3,Spine,Spine Part Volume,5,3,1,100000001,610000007261,
0.0535486,µm^3,Spine,Spine Part Volume,3,2,1,100000004,610000007265,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000002,610000007267,
0,µm^3,Spine,Spine Part Volume,12,1,1,100000001,610000007269,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000002,610000007271,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000006,610000007273,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000006,610000007275,
0,µm^3,Spine,Spine Part Volume,5,2,1,100000002,610000007277,
0,µm^3,Spine,Spine Part Volume,2,2,1,100000004,610000007281,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000006,610000007284,
0,µm^3,Spine,Spine Part Volume,3,3,1,100000001,610000007286,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000005,610000007288,
0,µm^3,Spine,Spine Part Volume,1,2,1,100000001,610000007291,
0.289234,µm^3,Spine,Spine Part Volume,1,1,1,100000002,610000007294,
0,µm^3,Spine,Spine Part Volume,8,3,1,100000001,610000007296,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000007298,
0,µm^3,Spine,Spine Part Volume,2,2,1,100000004,610000007300,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000000,610000007304,
0,µm^3,Spine,Spine Part Volume,5,2,1,100000006,610000007306,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000006,610000007308,
0.763601,µm^3,Spine,Spine Part Volume,2,2,1,100000004,610000007312,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000006,610000007316,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000007320,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000007322,
0,µm^3,Spine,Spine Part Volume,2,1,1,100000004,610000007326,
1.61273,µm^3,Spine,Spine Part Volume,2,1,1,100000004,610000007332,
0.168573,µm^3,Spine,Spine Part Volume,1,1,1,100000004,610000007337,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000007341,
0,µm^3,Spine,Spine Part Volume,4,3,1,100000006,610000007347,
0,µm^3,Spine,Spine Part Volume,11,6,1,100000006,610000007351,
0,µm^3,Spine,Spine Part Volume,2,2,1,100000004,610000007353,
0,µm^3,Spine,Spine Part Volume,2,1,1,100000004,610000007356,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000007359,
0,µm^3,Spine,Spine Part Volume,4,1,1,100000001,610000007362,
1.19977,µm^3,Spine,Spine Part Volume,2,1,1,100000002,610000007365,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000006,610000007368,
0,µm^3,Spine,Spine Part Volume,5,3,1,100000004,610000007371,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000006,610000007375,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000007378,
0.150688,µm^3,Spine,Spine Part Volume,2,2,1,100000004,610000007381,
0,µm^3,Spine,Spine Part Volume,12,1,1,100000001,610000007383,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000007385,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000006,610000007390,
0,µm^3,Spine,Spine Part Volume,3,1,1,100000002,610000007396,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000002,610000007403,
0.462722,µm^3,Spine,Spine Part Volume,3,2,1,100000002,610000007408,
0,µm^3,Spine,Spine Part Volume,4,1,1,100000001,610000007411,
1.55165,µm^3,Spine,Spine Part Volume,2,1,1,100000004,610000007417,
0,µm^3,Spine,Spine Part Volume,1,2,1,100000002,610000007419,
0.30978,µm^3,Spine,Spine Part Volume,3,2,1,100000002,610000007425,
0,µm^3,Spine,Spine Part Volume,2,1,1,100000004,610000007429,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000007432,
0,µm^3,Spine,Spine Part Volume,2,1,1,100000004,610000007436,
0,µm^3,Spine,Spine Part Volume,8,3,1,100000006,610000007439,
0.616228,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000007443,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000007446,
0,µm^3,Spine,Spine Part Volume,1,2,1,100000002,610000007449,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000007451,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000004,610000007454,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000004,610000007459,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000004,610000007461,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000001,610000007465,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000007470,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000007475,
0.295717,µm^3,Spine,Spine Part Volume,1,2,1,100000002,610000007479,
1.24513,µm^3,Spine,Spine Part Volume,2,1,1,100000004,610000007485,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000006,610000007492,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000007495,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000007504,
0,µm^3,Spine,Spine Part Volume,2,3,1,100000002,610000007506,
2.79522,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000007510,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000007513,
0,µm^3,Spine,Spine Part Volume,5,3,1,100000001,610000007515,
0.632182,µm^3,Spine,Spine Part Volume,2,1,1,100000002,610000007519,
0,µm^3,Spine,Spine Part Volume,6,2,1,100000001,610000007522,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000007528,
0,µm^3,Spine,Spine Part Volume,2,1,1,100000004,610000007530,
0,µm^3,Spine,Spine Part Volume,2,2,1,100000002,610000007534,
0,µm^3,Spine,Spine Part Volume,3,2,1,100000002,610000007551,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000007553,
0,µm^3,Spine,Spine Part Volume,2,2,1,100000004,610000007556,
0,µm^3,Spine,Spine Part Volume,1,2,1,100000002,610000007559,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000007564,
0,µm^3,Spine,Spine Part Volume,5,4,1,100000006,610000007566,
0,µm^3,Spine,Spine Part Volume,9,3,1,100000001,610000007569,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000007573,
0,µm^3,Spine,Spine Part Volume,2,1,1,100000004,610000007581,
0,µm^3,Spine,Spine Part Volume,2,2,1,100000006,610000007589,
0,µm^3,Spine,Spine Part Volume,3,2,1,100000002,610000007599,
0,µm^3,Spine,Spine Part Volume,3,2,1,100000002,610000007607,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000007615,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000007620,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000002,610000007626,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000007645,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000007653,
0,µm^3,Spine,Spine Part Volume,2,1,1,100000002,610000007677,
0,µm^3,Spine,Spine Part Volume,3,3,1,100000006,610000007687,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000000,610000007708,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007709,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007710,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007711,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007712,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007713,
0,µm^3,Spine,Spine Part Volume,3,2,1,100000001,610000007720,
0,µm^3,Spine,Spine Part Volume,3,2,1,100000001,610000007721,
0,µm^3,Spine,Spine Part Volume,4,2,1,100000001,610000007722,
0,µm^3,Spine,Spine Part Volume,3,3,1,100000001,610000007723,
0,µm^3,Spine,Spine Part Volume,2,2,1,100000001,610000007724,
0,µm^3,Spine,Spine Part Volume,2,3,1,100000001,610000007725,
0,µm^3,Spine,Spine Part Volume,2,3,1,100000001,610000007726,
0,µm^3,Spine,Spine Part Volume,2,3,1,100000001,610000007727,
0,µm^3,Spine,Spine Part Volume,2,3,1,100000001,610000007728,
0,µm^3,Spine,Spine Part Volume,7,3,1,100000001,610000007729,
0,µm^3,Spine,Spine Part Volume,5,2,1,100000001,610000007730,
0,µm^3,Spine,Spine Part Volume,5,3,1,100000001,610000007731,
0,µm^3,Spine,Spine Part Volume,3,2,1,100000001,610000007732,
0,µm^3,Spine,Spine Part Volume,5,3,1,100000001,610000007735,
0,µm^3,Spine,Spine Part Volume,2,2,1,100000001,610000007736,
0,µm^3,Spine,Spine Part Volume,2,2,1,100000001,610000007737,
0,µm^3,Spine,Spine Part Volume,7,2,1,100000001,610000007738,
0,µm^3,Spine,Spine Part Volume,7,2,1,100000001,610000007739,
0,µm^3,Spine,Spine Part Volume,8,5,1,100000001,610000007740,
0,µm^3,Spine,Spine Part Volume,8,5,1,100000001,610000007741,
0,µm^3,Spine,Spine Part Volume,6,3,1,100000001,610000007742,
0,µm^3,Spine,Spine Part Volume,3,2,1,100000001,610000007743,
0,µm^3,Spine,Spine Part Volume,4,1,1,100000001,610000007744,
0,µm^3,Spine,Spine Part Volume,3,1,1,100000001,610000007745,
0,µm^3,Spine,Spine Part Volume,2,1,1,100000001,610000007746,
0,µm^3,Spine,Spine Part Volume,1,2,1,100000001,610000007747,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000001,610000007748,
0,µm^3,Spine,Spine Part Volume,8,3,1,100000001,610000007751,
0,µm^3,Spine,Spine Part Volume,7,4,1,100000001,610000007752,
0,µm^3,Spine,Spine Part Volume,6,3,1,100000001,610000007753,
0,µm^3,Spine,Spine Part Volume,6,3,1,100000001,610000007754,
0,µm^3,Spine,Spine Part Volume,5,3,1,100000001,610000007755,
0,µm^3,Spine,Spine Part Volume,5,3,1,100000001,610000007756,
0,µm^3,Spine,Spine Part Volume,14,2,1,100000001,610000007757,
0,µm^3,Spine,Spine Part Volume,13,2,1,100000001,610000007758,
0,µm^3,Spine,Spine Part Volume,13,1,1,100000001,610000007759,
0,µm^3,Spine,Spine Part Volume,8,1,1,100000001,610000007760,
0,µm^3,Spine,Spine Part Volume,12,5,1,100000001,610000007761,
0,µm^3,Spine,Spine Part Volume,10,4,1,100000001,610000007762,
0,µm^3,Spine,Spine Part Volume,8,2,1,100000001,610000007763,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000007764,
0,µm^3,Spine,Spine Part Volume,4,4,1,100000001,610000007772,
0,µm^3,Spine,Spine Part Volume,3,3,1,100000001,610000007773,
0,µm^3,Spine,Spine Part Volume,3,3,1,100000001,610000007774,
0,µm^3,Spine,Spine Part Volume,3,2,1,100000001,610000007775,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000001,610000007776,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000001,610000007777,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000007778,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000007779,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000007785,
0,µm^3,Spine,Spine Part Volume,4,2,1,100000002,610000007786,
0,µm^3,Spine,Spine Part Volume,3,3,1,100000002,610000007787,
0,µm^3,Spine,Spine Part Volume,3,3,1,100000002,610000007788,
0,µm^3,Spine,Spine Part Volume,3,3,1,100000002,610000007789,
0,µm^3,Spine,Spine Part Volume,2,2,1,100000002,610000007790,
0,µm^3,Spine,Spine Part Volume,3,2,1,100000002,610000007791,
0,µm^3,Spine,Spine Part Volume,3,2,1,100000002,610000007792,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000002,610000007793,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000002,610000007794,
0,µm^3,Spine,Spine Part Volume,2,2,1,100000002,610000007795,
0,µm^3,Spine,Spine Part Volume,2,3,1,100000002,610000007796,
0,µm^3,Spine,Spine Part Volume,1,2,1,100000002,610000007797,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000002,610000007799,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000007800,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000007801,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000007802,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000007803,
0,µm^3,Spine,Spine Part Volume,6,2,1,100000002,610000007804,
0,µm^3,Spine,Spine Part Volume,2,1,1,100000002,610000007805,
0,µm^3,Spine,Spine Part Volume,2,1,1,100000002,610000007806,
0,µm^3,Spine,Spine Part Volume,2,2,1,100000002,610000007807,
0,µm^3,Spine,Spine Part Volume,11,3,1,100000002,610000007808,
0,µm^3,Spine,Spine Part Volume,9,2,1,100000002,610000007809,
0,µm^3,Spine,Spine Part Volume,9,2,1,100000002,610000007810,
0,µm^3,Spine,Spine Part Volume,5,2,1,100000002,610000007811,
0,µm^3,Spine,Spine Part Volume,4,1,1,100000002,610000007812,
0,µm^3,Spine,Spine Part Volume,3,2,1,100000002,610000007813,
0,µm^3,Spine,Spine Part Volume,2,1,1,100000002,610000007814,
0,µm^3,Spine,Spine Part Volume,2,1,1,100000002,610000007815,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000007816,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000007817,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000007818,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000007819,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000007820,
0,µm^3,Spine,Spine Part Volume,5,2,1,100000002,610000007823,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000002,610000007824,
0,µm^3,Spine,Spine Part Volume,1,2,1,100000002,610000007825,
0,µm^3,Spine,Spine Part Volume,1,2,1,100000002,610000007826,
0,µm^3,Spine,Spine Part Volume,16,5,1,100000003,610000007833,
0,µm^3,Spine,Spine Part Volume,14,4,1,100000003,610000007834,
0,µm^3,Spine,Spine Part Volume,10,5,1,100000003,610000007835,
0,µm^3,Spine,Spine Part Volume,6,3,1,100000003,610000007836,
0,µm^3,Spine,Spine Part Volume,6,3,1,100000003,610000007837,
0,µm^3,Spine,Spine Part Volume,2,2,1,100000004,610000007839,
0,µm^3,Spine,Spine Part Volume,2,2,1,100000004,610000007840,
0,µm^3,Spine,Spine Part Volume,2,2,1,100000004,610000007841,
0,µm^3,Spine,Spine Part Volume,2,2,1,100000004,610000007842,
0,µm^3,Spine,Spine Part Volume,2,2,1,100000004,610000007843,
0,µm^3,Spine,Spine Part Volume,2,2,1,100000004,610000007844,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000004,610000007845,
0,µm^3,Spine,Spine Part Volume,5,3,1,100000004,610000007848,
0,µm^3,Spine,Spine Part Volume,2,3,1,100000004,610000007849,
0,µm^3,Spine,Spine Part Volume,3,3,1,100000004,610000007850,
0,µm^3,Spine,Spine Part Volume,2,2,1,100000004,610000007851,
0,µm^3,Spine,Spine Part Volume,2,2,1,100000004,610000007852,
0,µm^3,Spine,Spine Part Volume,2,2,1,100000004,610000007853,
0,µm^3,Spine,Spine Part Volume,1,2,1,100000004,610000007854,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000004,610000007855,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000004,610000007856,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000004,610000007857,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000004,610000007859,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000004,610000007860,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000004,610000007861,
0,µm^3,Spine,Spine Part Volume,3,1,1,100000004,610000007862,
0,µm^3,Spine,Spine Part Volume,2,1,1,100000004,610000007864,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000004,610000007865,
0,µm^3,Spine,Spine Part Volume,1,2,1,100000004,610000007866,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000004,610000007867,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000004,610000007868,
0,µm^3,Spine,Spine Part Volume,4,2,1,100000004,610000007871,
0,µm^3,Spine,Spine Part Volume,2,2,1,100000004,610000007872,
0,µm^3,Spine,Spine Part Volume,3,1,1,100000004,610000007873,
0,µm^3,Spine,Spine Part Volume,2,1,1,100000004,610000007874,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000005,610000007875,
0,µm^3,Spine,Spine Part Volume,11,8,1,100000006,610000007883,
0,µm^3,Spine,Spine Part Volume,10,7,1,100000006,610000007884,
0,µm^3,Spine,Spine Part Volume,12,6,1,100000006,610000007885,
0,µm^3,Spine,Spine Part Volume,12,6,1,100000006,610000007886,
0,µm^3,Spine,Spine Part Volume,11,6,1,100000006,610000007887,
0,µm^3,Spine,Spine Part Volume,11,6,1,100000006,610000007888,
0,µm^3,Spine,Spine Part Volume,9,6,1,100000006,610000007889,
0,µm^3,Spine,Spine Part Volume,10,3,1,100000006,610000007890,
0,µm^3,Spine,Spine Part Volume,6,2,1,100000006,610000007891,
0,µm^3,Spine,Spine Part Volume,3,2,1,100000006,610000007892,
0,µm^3,Spine,Spine Part Volume,1,2,1,100000006,610000007893,
0,µm^3,Spine,Spine Part Volume,1,2,1,100000006,610000007894,
0,µm^3,Spine,Spine Part Volume,1,2,1,100000006,610000007895,
0,µm^3,Spine,Spine Part Volume,1,2,1,100000006,610000007896,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000006,610000007897,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000006,610000007898,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000006,610000007899,
0,µm^3,Spine,Spine Part Volume,1,2,1,100000006,610000007906,
0,µm^3,Spine,Spine Part Volume,1,2,1,100000006,610000007907,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000006,610000007908,
0,µm^3,Spine,Spine Part Volume,5,4,1,100000006,610000007920,
0,µm^3,Spine,Spine Part Volume,8,4,1,100000006,610000007921,
0,µm^3,Spine,Spine Part Volume,7,4,1,100000006,610000007922,
0,µm^3,Spine,Spine Part Volume,6,3,1,100000006,610000007923,
0,µm^3,Spine,Spine Part Volume,5,3,1,100000006,610000007924,
0,µm^3,Spine,Spine Part Volume,4,4,1,100000006,610000007925,
0,µm^3,Spine,Spine Part Volume,3,4,1,100000006,610000007926,
0,µm^3,Spine,Spine Part Volume,2,3,1,100000006,610000007927,
0,µm^3,Spine,Spine Part Volume,2,3,1,100000006,610000007928,
0,µm^3,Spine,Spine Part Volume,5,2,1,100000006,610000007929,
0,µm^3,Spine,Spine Part Volume,4,3,1,100000006,610000007930,
0,µm^3,Spine,Spine Part Volume,4,3,1,100000006,610000007931,
0,µm^3,Spine,Spine Part Volume,4,2,1,100000006,610000007932,
0,µm^3,Spine,Spine Part Volume,4,2,1,100000006,610000007933,
0,µm^3,Spine,Spine Part Volume,3,3,1,100000006,610000007934,
0,µm^3,Spine,Spine Part Volume,3,3,1,100000006,610000007935,
0,µm^3,Spine,Spine Part Volume,2,2,1,100000006,610000007936,
0,µm^3,Spine,Spine Part Volume,1,2,1,100000006,610000007937,
0,µm^3,Spine,Spine Part Volume,1,2,1,100000006,610000007938,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000006,610000007939,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000006,610000007940,
