
Segment Center Intensity Min Ch=5 Img=1
 ==================== 
Segment Center Intensity Min,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Segment,5,5,Image 1,1,1,100000001,510000000036,
0,,Segment,5,4,Image 1,1,1,100000001,510000000045,
0,,Segment,5,3,Image 1,1,1,100000001,510000000051,
0,,Segment,5,2,Image 1,1,1,100000001,510000000056,
0,,Segment,5,1,Image 1,1,1,100000001,510000000060,
0,,Segment,5,0,Image 1,1,1,100000001,510000000084,
0,,Segment,5,5,Image 1,2,1,100000001,510000000101,
0,,Segment,5,3,Image 1,2,1,100000001,510000000115,
0,,Segment,5,2,Image 1,2,1,100000001,510000000139,
0,,Segment,5,1,Image 1,2,1,100000001,510000000141,
0,,Segment,5,3,Image 1,4,1,100000001,510000000146,
0,,Segment,5,2,Image 1,3,1,100000001,510000000159,
0,,Segment,5,3,Image 1,3,1,100000001,510000000164,
0,,Segment,5,4,Image 1,2,1,100000001,510000000167,
0,,Segment,5,2,Image 1,2,1,100000001,510000000170,
0,,Segment,5,0,Image 1,1,1,100000001,510000000186,
0,,Segment,5,3,Image 1,4,1,100000000,510000000190,
0,,Segment,5,2,Image 1,3,1,100000000,510000000197,
0,,Segment,5,1,Image 1,2,1,100000000,510000000200,
0,,Segment,5,0,Image 1,1,1,100000000,510000000203,
0,,Segment,5,0,Image 1,1,1,100000002,510000000232,
0,,Segment,5,3,Image 1,3,1,100000000,510000000276,
0,,Segment,5,2,Image 1,2,1,100000000,510000000278,
0,,Segment,5,0,Image 1,1,1,100000001,510000000285,
0,,Segment,5,0,Image 1,1,1,100000001,510000000314,
0,,Segment,5,0,Image 1,1,1,100000002,510000000343,
0,,Segment,5,1,Image 1,1,1,100000000,510000000346,
0,,Segment,5,0,Image 1,1,1,100000001,510000000376,
0,,Segment,5,0,Image 1,1,1,100000000,510000000392,
0,,Segment,5,0,Image 1,1,1,100000000,510000000405,
0,,Segment,5,0,Image 1,1,1,100000000,510000000408,
50,,Segment,5,3,Image 1,3,1,100000000,510000000409,
0,,Segment,5,3,Image 1,2,1,100000000,510000000410,
0,,Segment,5,3,Image 1,2,1,100000001,510000000412,
0,,Segment,5,0,Image 1,1,1,100000001,510000000413,
