
Spine Terminal Pt Time
 ==================== 
Spine Terminal Pt Time,Unit,Category,Depth,Level,Time,FilamentID,ID,
0,s,Spine,3,3,1,100000000,610000004573,
0,s,Spine,3,3,1,100000000,610000004592,
0,s,Spine,1,2,1,100000002,610000004606,
0,s,Spine,2,2,1,100000003,610000004626,
0,s,Spine,,,1,,610000004628,
0,s,Spine,5,4,1,100000003,610000004656,
0,s,Spine,4,1,1,100000002,610000004666,
0,s,Spine,2,2,1,100000003,610000004676,
0,s,Spine,1,1,1,100000002,610000004682,
0,s,Spine,5,2,1,100000000,610000004692,
0,s,Spine,5,2,1,100000000,610000004700,
0,s,Spine,2,2,1,100000003,610000004709,
0,s,Spine,2,2,1,100000003,610000004716,
0,s,Spine,5,1,1,100000002,610000004725,
0,s,Spine,5,1,1,100000002,610000004734,
0,s,Spine,5,1,1,100000002,610000004742,
0,s,Spine,5,1,1,100000002,610000004749,
0,s,Spine,5,1,1,100000002,610000004755,
0,s,Spine,0,1,1,100000002,610000004768,
0,s,Spine,1,2,1,100000003,610000004773,
0,s,Spine,5,2,1,100000002,610000004786,
0,s,Spine,5,2,1,100000002,610000004798,
0,s,Spine,1,2,1,100000000,610000004813,
0,s,Spine,1,2,1,100000000,610000004823,
0,s,Spine,1,2,1,100000000,610000004829,
0,s,Spine,,,1,,610000004832,
0,s,Spine,0,1,1,100000003,610000004846,
0,s,Spine,5,2,1,100000002,610000004850,
0,s,Spine,,,1,,610000004852,
0,s,Spine,0,1,1,100000001,610000004860,
0,s,Spine,1,2,1,100000003,610000004863,
0,s,Spine,1,1,1,100000002,610000004873,
0,s,Spine,0,1,1,100000002,610000004877,
0,s,Spine,5,1,1,100000003,610000004886,
0,s,Spine,,,1,,610000004888,
0,s,Spine,,,1,,610000004903,
0,s,Spine,,,1,,610000004907,
0,s,Spine,0,1,1,100000002,610000004915,
0,s,Spine,1,1,1,100000003,610000004918,
0,s,Spine,2,1,1,100000003,610000004920,
0,s,Spine,0,1,1,100000002,610000004931,
0,s,Spine,5,2,1,100000002,610000004944,
0,s,Spine,,,1,,610000004956,
0,s,Spine,,,1,,610000004959,
0,s,Spine,1,1,1,100000002,610000004963,
0,s,Spine,,,1,,610000004966,
0,s,Spine,0,1,1,100000003,610000004974,
0,s,Spine,0,1,1,100000002,610000004978,
0,s,Spine,0,1,1,100000001,610000004981,
0,s,Spine,,,1,,610000004983,
0,s,Spine,1,1,1,100000002,610000004999,
0,s,Spine,0,1,1,100000002,610000005002,
0,s,Spine,,,1,,610000005012,
0,s,Spine,0,1,1,100000000,610000005024,
0,s,Spine,1,1,1,100000002,610000005033,
0,s,Spine,0,1,1,100000002,610000005048,
0,s,Spine,1,1,1,100000002,610000005071,
0,s,Spine,3,2,1,,610000005177,
0,s,Spine,0,1,1,,610000005177,
0,s,Spine,1,1,1,,610000005177,
0,s,Spine,5,3,1,,610000005177,
0,s,Spine,5,2,1,,610000005178,
0,s,Spine,3,2,1,,610000005178,
0,s,Spine,0,1,1,,610000005178,
0,s,Spine,1,1,1,,610000005178,
0,s,Spine,4,1,1,,610000005179,
0,s,Spine,3,3,1,,610000005179,
0,s,Spine,4,4,1,,610000005179,
0,s,Spine,5,3,1,,610000005179,
0,s,Spine,5,2,1,,610000005180,
0,s,Spine,1,2,1,,610000005180,
0,s,Spine,0,1,1,,610000005180,
0,s,Spine,3,3,1,,610000005180,
0,s,Spine,5,2,1,,610000005181,
0,s,Spine,0,1,1,,610000005181,
0,s,Spine,5,2,1,,610000005182,
0,s,Spine,2,2,1,,610000005182,
0,s,Spine,1,2,1,,610000005182,
0,s,Spine,3,3,1,,610000005182,
0,s,Spine,0,1,1,,610000005183,
0,s,Spine,1,1,1,,610000005183,
0,s,Spine,3,3,1,,610000005183,
0,s,Spine,1,2,1,,610000005184,
0,s,Spine,0,1,1,,610000005184,
0,s,Spine,1,1,1,,610000005184,
0,s,Spine,3,3,1,,610000005184,
0,s,Spine,1,2,1,,610000005185,
0,s,Spine,0,1,1,,610000005185,
0,s,Spine,1,1,1,,610000005185,
0,s,Spine,0,1,1,,610000005186,
0,s,Spine,0,1,1,,610000005188,
0,s,Spine,,,1,,610000005189,
0,s,Spine,,,1,,610000005190,
0,s,Spine,,,1,,610000005191,
