
Spine Time
 ==================== 
Spine Time,Unit,Category,Depth,Level,Time,FilamentID,ID,
0,s,Spine,2,2,1,100000002,610000003007,
0,s,Spine,1,1,1,100000002,610000003013,
0,s,Spine,2,2,1,100000002,610000003016,
0,s,Spine,2,2,1,100000002,610000003018,
0,s,Spine,10,2,1,100000002,610000003020,
0,s,Spine,1,1,1,100000001,610000003024,
0,s,Spine,2,3,1,100000000,610000003027,
0,s,Spine,1,2,1,100000002,610000003029,
0,s,Spine,5,4,1,100000001,610000003031,
0,s,Spine,9,5,1,100000001,610000003033,
0,s,Spine,1,2,1,100000002,610000003037,
0,s,Spine,2,2,1,100000000,610000003040,
0,s,Spine,3,2,1,100000002,610000003047,
0,s,Spine,1,1,1,100000002,610000003049,
0,s,Spine,1,2,1,100000002,610000003052,
0,s,Spine,1,2,1,100000002,610000003055,
0,s,Spine,6,2,1,100000002,610000003058,
0,s,Spine,4,5,1,100000000,610000003060,
0,s,Spine,7,5,1,100000000,610000003063,
0,s,Spine,5,1,1,100000002,610000003067,
0,s,Spine,0,1,1,100000001,610000003071,
0,s,Spine,1,1,1,100000001,610000003073,
0,s,Spine,5,1,1,100000002,610000003076,
0,s,Spine,2,2,1,100000000,610000003079,
0,s,Spine,1,2,1,100000002,610000003081,
0,s,Spine,3,2,1,100000002,610000003086,
0,s,Spine,9,5,1,100000001,610000003088,
0,s,Spine,5,5,1,100000000,610000003094,
0,s,Spine,1,2,1,100000001,610000003097,
0,s,Spine,3,2,1,100000002,610000003101,
0,s,Spine,3,2,1,100000002,610000003105,
0,s,Spine,6,2,1,100000002,610000003108,
0,s,Spine,3,2,1,100000002,610000003112,
0,s,Spine,6,4,1,100000001,610000003118,
0,s,Spine,3,2,1,100000002,610000003121,
0,s,Spine,3,2,1,100000001,610000003123,
0,s,Spine,4,1,1,100000002,610000003128,
0,s,Spine,4,1,1,100000002,610000003130,
0,s,Spine,1,2,1,100000001,610000003133,
0,s,Spine,3,2,1,100000002,610000003136,
0,s,Spine,3,2,1,100000002,610000003138,
0,s,Spine,3,2,1,100000002,610000003140,
0,s,Spine,3,2,1,100000002,610000003145,
0,s,Spine,1,2,1,100000002,610000003147,
0,s,Spine,5,5,1,100000000,610000003150,
0,s,Spine,1,2,1,100000000,610000003153,
0,s,Spine,2,2,1,100000002,610000003155,
0,s,Spine,3,2,1,100000002,610000003158,
0,s,Spine,3,2,1,100000002,610000003162,
0,s,Spine,2,1,1,100000002,610000003165,
0,s,Spine,3,2,1,100000002,610000003167,
0,s,Spine,4,1,1,100000002,610000003170,
0,s,Spine,5,5,1,100000000,610000003182,
0,s,Spine,5,5,1,100000000,610000003184,
0,s,Spine,6,2,1,100000002,610000003187,
0,s,Spine,5,5,1,100000000,610000003206,
0,s,Spine,3,2,1,100000002,610000003208,
0,s,Spine,2,1,1,100000002,610000003214,
0,s,Spine,5,5,1,100000000,610000003225,
0,s,Spine,4,5,1,100000000,610000003226,
0,s,Spine,7,5,1,100000000,610000003227,
0,s,Spine,4,4,1,100000000,610000003228,
0,s,Spine,6,4,1,100000000,610000003229,
0,s,Spine,2,3,1,100000000,610000003230,
0,s,Spine,7,5,1,100000001,610000003231,
0,s,Spine,7,3,1,100000001,610000003232,
0,s,Spine,6,3,1,100000001,610000003233,
0,s,Spine,4,3,1,100000001,610000003234,
0,s,Spine,3,2,1,100000001,610000003235,
0,s,Spine,9,5,1,100000001,610000003236,
0,s,Spine,9,5,1,100000001,610000003237,
0,s,Spine,6,4,1,100000001,610000003238,
0,s,Spine,4,2,1,100000001,610000003239,
0,s,Spine,6,3,1,100000001,610000003240,
0,s,Spine,3,1,1,100000001,610000003241,
0,s,Spine,3,1,1,100000001,610000003242,
0,s,Spine,2,1,1,100000001,610000003243,
0,s,Spine,0,1,1,100000001,610000003244,
0,s,Spine,2,1,1,100000002,610000003245,
0,s,Spine,2,1,1,100000002,610000003246,
0,s,Spine,3,4,1,100000002,610000003247,
0,s,Spine,2,3,1,100000002,610000003248,
0,s,Spine,3,2,1,100000002,610000003249,
0,s,Spine,2,3,1,100000002,610000003250,
0,s,Spine,1,2,1,100000002,610000003251,
0,s,Spine,0,1,1,100000002,610000003253,
0,s,Spine,1,2,1,100000002,610000003257,
0,s,Spine,9,2,1,100000002,610000003262,
0,s,Spine,8,2,1,100000002,610000003263,
0,s,Spine,6,2,1,100000002,610000003264,
0,s,Spine,6,2,1,100000002,610000003265,
0,s,Spine,4,1,1,100000002,610000003266,
0,s,Spine,2,2,1,100000002,610000003267,
0,s,Spine,0,1,1,100000002,610000003268,
0,s,Spine,1,2,1,100000002,610000003275,
0,s,Spine,1,2,1,100000002,610000003276,
0,s,Spine,2,1,1,100000002,610000003277,
0,s,Spine,2,1,1,100000002,610000003278,
0,s,Spine,2,1,1,100000002,610000003279,
0,s,Spine,3,2,1,100000002,610000003280,
