
Spine Neck Mean Diameter
 ==================== 
Spine Neck Mean Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
0,µm,Spine,0,1,1,100000001,610000005225,
0.264226,µm,Spine,5,3,1,100000002,610000005227,
0.26447,µm,Spine,9,2,1,100000000,610000005231,
0.300362,µm,Spine,0,1,1,100000001,610000005233,
0.346598,µm,Spine,4,3,1,100000002,610000005237,
0,µm,Spine,8,3,1,100000002,610000005239,
0.436709,µm,Spine,5,1,1,100000000,610000005242,
0.430474,µm,Spine,2,2,1,100000003,610000005246,
0.331893,µm,Spine,3,3,1,100000002,610000005248,
0,µm,Spine,5,2,1,100000002,610000005250,
0.291992,µm,Spine,3,2,1,100000000,610000005252,
0.33217,µm,Spine,0,1,1,100000003,610000005254,
0.313083,µm,Spine,10,6,1,100000001,610000005257,
0.460778,µm,Spine,1,2,1,100000001,610000005260,
0.229357,µm,Spine,5,4,1,100000001,610000005263,
0.668197,µm,Spine,0,1,1,100000001,610000005270,
0.297684,µm,Spine,11,6,1,100000001,610000005272,
0.271012,µm,Spine,10,6,1,100000000,610000005275,
0.20561,µm,Spine,9,5,1,100000000,610000005277,
0.404092,µm,Spine,0,1,1,100000001,610000005282,
0.293155,µm,Spine,9,3,1,100000001,610000005284,
0,µm,Spine,0,1,1,100000001,610000005289,
0.296542,µm,Spine,1,1,1,100000000,610000005292,
0.207684,µm,Spine,4,4,1,100000003,610000005294,
0.276624,µm,Spine,8,4,1,100000001,610000005296,
0.304499,µm,Spine,6,2,1,100000002,610000005298,
0,µm,Spine,0,1,1,100000001,610000005301,
0,µm,Spine,1,1,1,100000000,610000005304,
0.335156,µm,Spine,13,3,1,100000000,610000005306,
0.482317,µm,Spine,10,3,1,100000001,610000005309,
0.404151,µm,Spine,5,3,1,100000000,610000005311,
0.255668,µm,Spine,2,2,1,100000000,610000005314,
0.253296,µm,Spine,11,3,1,100000000,610000005319,
0.358661,µm,Spine,7,3,1,100000000,610000005322,
0.378387,µm,Spine,7,2,1,100000000,610000005326,
0.263056,µm,Spine,0,1,1,100000003,610000005329,
0.237397,µm,Spine,11,3,1,100000000,610000005333,
0.25315,µm,Spine,0,1,1,100000003,610000005335,
0.315152,µm,Spine,0,1,1,100000001,610000005337,
0.22303,µm,Spine,10,4,1,100000001,610000005341,
0.848415,µm,Spine,0,1,1,100000001,610000005348,
0.228616,µm,Spine,1,1,1,100000003,610000005352,
0,µm,Spine,0,1,1,100000001,610000005357,
0,µm,Spine,0,1,1,100000001,610000005363,
0.237118,µm,Spine,0,1,1,100000003,610000005365,
0.430426,µm,Spine,0,1,1,100000001,610000005367,
0.342053,µm,Spine,6,3,1,100000001,610000005370,
0.33971,µm,Spine,6,3,1,100000001,610000005377,
0,µm,Spine,0,1,1,100000001,610000005381,
0.434801,µm,Spine,6,2,1,100000001,610000005384,
0.317383,µm,Spine,2,2,1,100000000,610000005386,
0,µm,Spine,0,1,1,100000001,610000005390,
0.430347,µm,Spine,5,1,1,100000000,610000005392,
0,µm,Spine,0,1,1,100000001,610000005397,
0,µm,Spine,13,4,1,100000000,610000005400,
0,µm,Spine,1,2,1,100000001,610000005403,
0.38225,µm,Spine,6,3,1,100000001,610000005406,
0.278411,µm,Spine,11,4,1,100000001,610000005408,
0,µm,Spine,0,1,1,100000001,610000005415,
0.21941,µm,Spine,3,3,1,100000003,610000005420,
0,µm,Spine,0,1,1,100000001,610000005425,
0,µm,Spine,3,2,1,100000002,610000005427,
0,µm,Spine,0,1,1,100000001,610000005431,
0,µm,Spine,0,1,1,100000001,610000005436,
0.376845,µm,Spine,12,4,1,100000001,610000005443,
0.33952,µm,Spine,0,1,1,100000000,610000005449,
0.391093,µm,Spine,0,1,1,100000001,610000005452,
0,µm,Spine,0,1,1,100000001,610000005456,
0,µm,Spine,0,1,1,100000001,610000005459,
0.308725,µm,Spine,15,7,1,100000001,610000005461,
0.34216,µm,Spine,5,2,1,100000002,610000005465,
0,µm,Spine,0,1,1,100000001,610000005468,
0,µm,Spine,1,1,1,100000000,610000005473,
0,µm,Spine,1,1,1,100000000,610000005480,
0,µm,Spine,7,2,1,100000000,610000005483,
0,µm,Spine,0,1,1,100000001,610000005485,
0,µm,Spine,9,2,1,100000000,610000005487,
0,µm,Spine,0,1,1,100000001,610000005489,
0,µm,Spine,5,2,1,100000002,610000005496,
0,µm,Spine,0,1,1,100000001,610000005499,
0,µm,Spine,0,1,1,100000001,610000005501,
0,µm,Spine,2,1,1,100000000,610000005503,
0,µm,Spine,0,1,1,100000001,610000005507,
0.3589,µm,Spine,0,1,1,100000000,610000005509,
0,µm,Spine,0,1,1,100000001,610000005514,
0,µm,Spine,0,1,1,100000001,610000005516,
0,µm,Spine,3,2,1,100000000,610000005520,
0,µm,Spine,1,1,1,100000001,610000005522,
0,µm,Spine,0,1,1,100000001,610000005525,
0,µm,Spine,0,1,1,100000001,610000005531,
0.369398,µm,Spine,1,2,1,100000000,610000005540,
0,µm,Spine,0,1,1,100000001,610000005542,
0,µm,Spine,0,1,1,100000001,610000005546,
0,µm,Spine,0,1,1,100000001,610000005554,
0,µm,Spine,0,1,1,100000001,610000005559,
0,µm,Spine,0,1,1,100000001,610000005561,
0,µm,Spine,10,3,1,100000000,610000005587,
0,µm,Spine,13,3,1,100000000,610000005588,
0,µm,Spine,12,3,1,100000000,610000005589,
0,µm,Spine,11,2,1,100000000,610000005590,
0,µm,Spine,12,3,1,100000000,610000005591,
0,µm,Spine,11,3,1,100000000,610000005592,
0,µm,Spine,11,3,1,100000000,610000005593,
0,µm,Spine,9,2,1,100000000,610000005594,
0,µm,Spine,9,2,1,100000000,610000005595,
0,µm,Spine,9,2,1,100000000,610000005596,
0,µm,Spine,10,4,1,100000000,610000005597,
0,µm,Spine,7,2,1,100000000,610000005598,
0,µm,Spine,9,2,1,100000000,610000005599,
0,µm,Spine,8,2,1,100000000,610000005600,
0,µm,Spine,7,1,1,100000000,610000005601,
0,µm,Spine,12,6,1,100000000,610000005602,
0,µm,Spine,7,3,1,100000000,610000005603,
0,µm,Spine,5,3,1,100000000,610000005604,
0,µm,Spine,0,1,1,100000000,610000005605,
0,µm,Spine,5,3,1,100000000,610000005606,
0,µm,Spine,5,2,1,100000000,610000005607,
0,µm,Spine,4,2,1,100000000,610000005608,
0,µm,Spine,3,2,1,100000000,610000005609,
0,µm,Spine,3,2,1,100000000,610000005610,
0,µm,Spine,1,2,1,100000000,610000005611,
0,µm,Spine,0,1,1,100000000,610000005612,
0,µm,Spine,1,1,1,100000000,610000005613,
0,µm,Spine,0,1,1,100000000,610000005614,
0,µm,Spine,0,1,1,100000000,610000005615,
0,µm,Spine,9,3,1,100000000,610000005617,
0,µm,Spine,7,3,1,100000000,610000005618,
0,µm,Spine,4,1,1,100000000,610000005619,
0,µm,Spine,2,1,1,100000000,610000005620,
0,µm,Spine,1,1,1,100000000,610000005621,
0,µm,Spine,1,1,1,100000000,610000005622,
0,µm,Spine,4,3,1,100000000,610000005623,
0,µm,Spine,4,3,1,100000000,610000005624,
0,µm,Spine,4,3,1,100000000,610000005625,
0,µm,Spine,4,3,1,100000000,610000005626,
0,µm,Spine,4,4,1,100000000,610000005627,
0,µm,Spine,4,4,1,100000000,610000005628,
0,µm,Spine,2,2,1,100000000,610000005629,
0,µm,Spine,14,6,1,100000001,610000005633,
0,µm,Spine,13,6,1,100000001,610000005634,
0,µm,Spine,13,6,1,100000001,610000005635,
0,µm,Spine,10,6,1,100000001,610000005636,
0,µm,Spine,10,6,1,100000001,610000005637,
0,µm,Spine,8,5,1,100000001,610000005638,
0,µm,Spine,6,3,1,100000001,610000005639,
0,µm,Spine,12,4,1,100000001,610000005640,
0,µm,Spine,12,4,1,100000001,610000005641,
0,µm,Spine,12,4,1,100000001,610000005642,
0,µm,Spine,12,4,1,100000001,610000005643,
0,µm,Spine,12,3,1,100000001,610000005644,
0,µm,Spine,10,4,1,100000001,610000005645,
0,µm,Spine,10,3,1,100000001,610000005646,
0,µm,Spine,10,3,1,100000001,610000005647,
0,µm,Spine,6,3,1,100000001,610000005648,
0,µm,Spine,6,3,1,100000001,610000005649,
0,µm,Spine,6,3,1,100000001,610000005650,
0,µm,Spine,6,3,1,100000001,610000005651,
0,µm,Spine,6,3,1,100000001,610000005652,
0,µm,Spine,6,3,1,100000001,610000005653,
0,µm,Spine,5,3,1,100000001,610000005654,
0,µm,Spine,5,3,1,100000001,610000005655,
0,µm,Spine,5,4,1,100000001,610000005656,
0,µm,Spine,2,1,1,100000001,610000005657,
0,µm,Spine,2,2,1,100000001,610000005658,
0,µm,Spine,1,2,1,100000001,610000005660,
0,µm,Spine,1,2,1,100000001,610000005661,
0,µm,Spine,0,1,1,100000001,610000005662,
0,µm,Spine,0,1,1,100000001,610000005663,
0,µm,Spine,0,1,1,100000001,610000005664,
0,µm,Spine,1,2,1,100000001,610000005671,
0,µm,Spine,1,2,1,100000001,610000005672,
0,µm,Spine,0,1,1,100000001,610000005673,
0,µm,Spine,0,1,1,100000001,610000005674,
0,µm,Spine,0,1,1,100000001,610000005675,
0,µm,Spine,4,3,1,100000002,610000005676,
0,µm,Spine,4,3,1,100000002,610000005677,
0,µm,Spine,4,3,1,100000002,610000005678,
0,µm,Spine,3,3,1,100000002,610000005679,
0,µm,Spine,2,2,1,100000002,610000005680,
0,µm,Spine,8,3,1,100000002,610000005681,
0,µm,Spine,6,2,1,100000002,610000005682,
0,µm,Spine,4,1,1,100000002,610000005683,
0,µm,Spine,4,1,1,100000002,610000005684,
0,µm,Spine,3,1,1,100000002,610000005685,
0,µm,Spine,2,1,1,100000002,610000005686,
0,µm,Spine,0,1,1,100000003,610000005687,
0,µm,Spine,0,1,1,100000003,610000005688,
0,µm,Spine,0,1,1,100000003,610000005689,
0,µm,Spine,0,1,1,100000003,610000005690,
0,µm,Spine,0,1,1,100000003,610000005691,
0,µm,Spine,4,3,1,100000003,610000005692,
0,µm,Spine,3,3,1,100000003,610000005693,
0,µm,Spine,3,4,1,100000003,610000005694,
0,µm,Spine,2,3,1,100000003,610000005695,
0,µm,Spine,2,2,1,100000003,610000005696,
