
Spine Intensity Min Ch=4 Img=1
 ==================== 
Spine Intensity Min,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Spine,4,0,Image 1,1,1,100000000,610000001938,
0,,Spine,4,3,Image 1,1,1,100000000,610000001940,
0,,Spine,4,0,Image 1,1,1,100000000,610000001949,
0,,Spine,4,0,Image 1,1,1,100000000,610000001956,
0,,Spine,4,0,Image 1,1,1,100000000,610000001967,
0,,Spine,4,0,Image 1,1,1,100000000,610000001974,
0,,Spine,4,0,Image 1,1,1,100000000,610000001984,
0,,Spine,4,0,Image 1,1,1,100000000,610000001990,
0,,Spine,4,5,Image 1,3,1,100000000,610000001995,
0,,Spine,4,0,Image 1,1,1,100000000,610000001998,
0,,Spine,4,0,Image 1,1,1,100000000,610000002005,
0,,Spine,4,0,Image 1,1,1,100000000,610000002013,
0,,Spine,4,0,Image 1,1,1,100000000,610000002019,
0,,Spine,4,0,Image 1,1,1,100000000,610000002026,
0,,Spine,4,0,Image 1,1,1,100000000,610000002032,
0,,Spine,4,0,Image 1,1,1,100000000,610000002040,
0,,Spine,4,0,Image 1,1,1,100000001,610000002044,
0,,Spine,4,2,Image 1,2,1,100000001,610000002059,
0,,Spine,4,0,Image 1,1,1,100000000,610000002065,
0,,Spine,4,0,Image 1,1,1,100000000,610000002071,
0,,Spine,4,0,Image 1,1,1,100000001,610000002075,
0,,Spine,4,0,Image 1,1,1,100000000,610000002081,
0,,Spine,4,0,Image 1,1,1,100000000,610000002085,
0,,Spine,4,0,Image 1,1,1,100000000,610000002090,
0,,Spine,4,5,Image 1,3,1,100000000,610000002093,
0,,Spine,4,0,Image 1,1,1,100000000,610000002101,
0,,Spine,4,2,Image 1,2,1,100000001,610000002112,
0,,Spine,4,0,Image 1,1,1,100000001,610000002116,
0,,Spine,4,0,Image 1,1,1,100000001,610000002121,
0,,Spine,4,0,Image 1,1,1,100000000,610000002124,
0,,Spine,4,0,Image 1,1,1,100000001,610000002127,
0,,Spine,4,0,Image 1,1,1,100000001,610000002131,
0,,Spine,4,0,Image 1,1,1,100000001,610000002134,
0,,Spine,4,0,Image 1,1,1,100000001,610000002137,
0,,Spine,4,0,Image 1,1,1,100000001,610000002142,
0,,Spine,4,0,Image 1,1,1,100000000,610000002146,
0,,Spine,4,0,Image 1,1,1,100000000,610000002149,
0,,Spine,4,0,Image 1,1,1,100000000,610000002152,
0,,Spine,4,3,Image 1,2,1,100000000,610000002154,
0,,Spine,4,0,Image 1,1,1,100000001,610000002156,
0,,Spine,4,0,Image 1,1,1,100000001,610000002158,
0,,Spine,4,0,Image 1,1,1,100000001,610000002161,
0,,Spine,4,0,Image 1,1,1,100000001,610000002165,
0,,Spine,4,0,Image 1,1,1,100000000,610000002168,
0,,Spine,4,0,Image 1,1,1,100000000,610000002171,
0,,Spine,4,0,Image 1,1,1,100000001,610000002173,
0,,Spine,4,0,Image 1,1,1,100000001,610000002175,
0,,Spine,4,0,Image 1,1,1,100000001,610000002178,
0,,Spine,4,0,Image 1,1,1,100000000,610000002182,
0,,Spine,4,0,Image 1,1,1,100000000,610000002184,
0,,Spine,4,0,Image 1,1,1,100000001,610000002187,
0,,Spine,4,2,Image 1,1,1,100000000,610000002191,
0,,Spine,4,0,Image 1,1,1,100000000,610000002194,
0,,Spine,4,0,Image 1,1,1,100000001,610000002197,
0,,Spine,4,0,Image 1,1,1,100000000,610000002199,
0,,Spine,4,2,Image 1,2,1,100000001,610000002205,
0,,Spine,4,0,Image 1,1,1,100000001,610000002212,
0,,Spine,4,0,Image 1,1,1,100000000,610000002217,
0,,Spine,4,0,Image 1,1,1,100000000,610000002246,
0,,Spine,4,2,Image 1,1,1,100000000,610000002247,
0,,Spine,4,2,Image 1,1,1,100000000,610000002248,
0,,Spine,4,1,Image 1,2,1,100000000,610000002249,
0,,Spine,4,0,Image 1,1,1,100000000,610000002250,
0,,Spine,4,0,Image 1,1,1,100000000,610000002251,
0,,Spine,4,0,Image 1,1,1,100000000,610000002252,
0,,Spine,4,0,Image 1,1,1,100000000,610000002253,
0,,Spine,4,6,Image 1,3,1,100000000,610000002254,
0,,Spine,4,6,Image 1,1,1,100000000,610000002255,
0,,Spine,4,5,Image 1,3,1,100000000,610000002256,
0,,Spine,4,3,Image 1,2,1,100000000,610000002257,
0,,Spine,4,0,Image 1,1,1,100000000,610000002258,
0,,Spine,4,0,Image 1,1,1,100000000,610000002259,
0,,Spine,4,0,Image 1,1,1,100000000,610000002260,
0,,Spine,4,2,Image 1,2,1,100000001,610000002265,
0,,Spine,4,2,Image 1,1,1,100000001,610000002266,
0,,Spine,4,2,Image 1,3,1,100000001,610000002271,
0,,Spine,4,0,Image 1,1,1,100000001,610000002276,
0,,Spine,4,0,Image 1,1,1,100000001,610000002277,
0,,Spine,4,0,Image 1,1,1,100000001,610000002278,
0,,Spine,4,0,Image 1,1,1,100000001,610000002284,
0,,Spine,4,0,Image 1,1,1,100000001,610000002285,
0,,Spine,4,0,Image 1,1,1,100000001,610000002286,
0,,Spine,4,0,Image 1,1,1,100000001,610000002291,
