
Segment Center Intensity Max Ch=4 Img=1
 ==================== 
Segment Center Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Segment,4,5,Image 1,2,1,100000001,510000000007,
0,,Segment,4,4,Image 1,2,1,100000001,510000000022,
0,,Segment,4,3,Image 1,2,1,100000001,510000000031,
99,,Segment,4,2,Image 1,2,1,100000001,510000000103,
77,,Segment,4,1,Image 1,1,1,100000001,510000000111,
46,,Segment,4,0,Image 1,1,1,100000001,510000000142,
22,,Segment,4,3,Image 1,3,1,100000001,510000000193,
0,,Segment,4,5,Image 1,3,1,100000001,510000000199,
63,,Segment,4,4,Image 1,3,1,100000001,510000000203,
89,,Segment,4,7,Image 1,3,1,100000002,510000000268,
0,,Segment,4,6,Image 1,3,1,100000002,510000000275,
41,,Segment,4,5,Image 1,3,1,100000002,510000000305,
0,,Segment,4,3,Image 1,2,1,100000002,510000000324,
0,,Segment,4,2,Image 1,2,1,100000002,510000000326,
0,,Segment,4,1,Image 1,2,1,100000002,510000000332,
0,,Segment,4,0,Image 1,1,1,100000002,510000000352,
50,,Segment,4,7,Image 1,5,1,100000002,510000000384,
0,,Segment,4,6,Image 1,4,1,100000002,510000000400,
0,,Segment,4,7,Image 1,4,1,100000002,510000000403,
51,,Segment,4,7,Image 1,4,1,100000002,510000000408,
0,,Segment,4,5,Image 1,2,1,100000000,510000000425,
0,,Segment,4,4,Image 1,1,1,100000000,510000000445,
0,,Segment,4,3,Image 1,1,1,100000000,510000000451,
0,,Segment,4,2,Image 1,1,1,100000000,510000000480,
0,,Segment,4,1,Image 1,1,1,100000000,510000000500,
0,,Segment,4,0,Image 1,1,1,100000000,510000000537,
0,,Segment,4,5,Image 1,1,1,100000000,510000000540,
0,,Segment,4,4,Image 1,2,1,100000000,510000000547,
96,,Segment,4,3,Image 1,2,1,100000000,510000000553,
0,,Segment,4,2,Image 1,2,1,100000000,510000000563,
0,,Segment,4,1,Image 1,2,1,100000000,510000000568,
0,,Segment,4,5,Image 1,3,1,100000000,510000000583,
0,,Segment,4,4,Image 1,2,1,100000000,510000000598,
0,,Segment,4,3,Image 1,2,1,100000000,510000000641,
0,,Segment,4,2,Image 1,2,1,100000000,510000000715,
0,,Segment,4,1,Image 1,1,1,100000000,510000000723,
0,,Segment,4,0,Image 1,1,1,100000000,510000000759,
76,,Segment,4,5,Image 1,2,1,100000000,510000000833,
0,,Segment,4,4,Image 1,3,1,100000000,510000000847,
0,,Segment,4,3,Image 1,3,1,100000000,510000000849,
0,,Segment,4,1,Image 1,2,1,100000000,510000000873,
0,,Segment,4,2,Image 1,1,1,100000000,510000000876,
0,,Segment,4,2,Image 1,3,1,100000001,510000000893,
13,,Segment,4,1,Image 1,2,1,100000001,510000000925,
0,,Segment,4,0,Image 1,1,1,100000001,510000000941,
43,,Segment,4,2,Image 1,2,1,100000001,510000000981,
0,,Segment,4,1,Image 1,1,1,100000001,510000000986,
0,,Segment,4,3,Image 1,3,1,100000001,510000001006,
0,,Segment,4,3,Image 1,2,1,100000001,510000001015,
41,,Segment,4,2,Image 1,1,1,100000001,510000001017,
89,,Segment,4,3,Image 1,4,1,100000001,510000001073,
0,,Segment,4,2,Image 1,3,1,100000001,510000001086,
37,,Segment,4,1,Image 1,2,1,100000001,510000001091,
14,,Segment,4,0,Image 1,1,1,100000001,510000001144,
104,,Segment,4,5,Image 1,4,1,100000002,510000001160,
0,,Segment,4,4,Image 1,3,1,100000002,510000001162,
0,,Segment,4,3,Image 1,3,1,100000002,510000001164,
0,,Segment,4,2,Image 1,3,1,100000002,510000001207,
0,,Segment,4,1,Image 1,2,1,100000002,510000001229,
31,,Segment,4,0,Image 1,1,1,100000002,510000001284,
24,,Segment,4,3,Image 1,3,1,100000001,510000001290,
20,,Segment,4,5,Image 1,3,1,100000002,510000001294,
0,,Segment,4,4,Image 1,4,1,100000002,510000001296,
38,,Segment,4,3,Image 1,4,1,100000002,510000001299,
40,,Segment,4,4,Image 1,4,1,100000001,510000001303,
49,,Segment,4,3,Image 1,3,1,100000001,510000001308,
36,,Segment,4,2,Image 1,2,1,100000001,510000001310,
0,,Segment,4,4,Image 1,3,1,100000001,510000001314,
104,,Segment,4,3,Image 1,2,1,100000001,510000001317,
0,,Segment,4,3,Image 1,2,1,100000001,510000001351,
0,,Segment,4,2,Image 1,1,1,100000001,510000001374,
0,,Segment,4,1,Image 1,1,1,100000001,510000001385,
0,,Segment,4,0,Image 1,1,1,100000001,510000001442,
48,,Segment,4,1,Image 1,1,1,100000001,510000001458,
107,,Segment,4,2,Image 1,2,1,100000001,510000001479,
0,,Segment,4,2,Image 1,2,1,100000002,510000001485,
0,,Segment,4,3,Image 1,1,1,100000001,510000001488,
24,,Segment,4,1,Image 1,2,1,100000001,510000001495,
0,,Segment,4,6,Image 1,4,1,100000002,510000001508,
0,,Segment,4,5,Image 1,3,1,100000002,510000001512,
0,,Segment,4,4,Image 1,3,1,100000002,510000001525,
0,,Segment,4,2,Image 1,2,1,100000000,510000001541,
0,,Segment,4,1,Image 1,2,1,100000000,510000001549,
0,,Segment,4,0,Image 1,1,1,100000000,510000001593,
45,,Segment,4,4,Image 1,2,1,100000002,510000001596,
101,,Segment,4,3,Image 1,1,1,100000002,510000001603,
0,,Segment,4,2,Image 1,1,1,100000002,510000001607,
0,,Segment,4,1,Image 1,1,1,100000002,510000001633,
0,,Segment,4,0,Image 1,1,1,100000002,510000001650,
94,,Segment,4,5,Image 1,4,1,100000002,510000001658,
103,,Segment,4,4,Image 1,1,1,100000002,510000001661,
43,,Segment,4,6,Image 1,3,1,100000002,510000001664,
0,,Segment,4,5,Image 1,2,1,100000002,510000001669,
0,,Segment,4,1,Image 1,1,1,100000000,510000001689,
0,,Segment,4,3,Image 1,2,1,100000002,510000001708,
44,,Segment,4,1,Image 1,1,1,100000002,510000001714,
60,,Segment,4,2,Image 1,3,1,100000000,510000001717,
0,,Segment,4,3,Image 1,3,1,100000002,510000001720,
0,,Segment,4,2,Image 1,2,1,100000002,510000001729,
0,,Segment,4,0,Image 1,1,1,100000001,510000001757,
0,,Segment,4,4,Image 1,2,1,100000002,510000001800,
0,,Segment,4,3,Image 1,2,1,100000002,510000001805,
0,,Segment,4,4,Image 1,3,1,100000002,510000001808,
0,,Segment,4,2,Image 1,3,1,100000002,510000001828,
0,,Segment,4,3,Image 1,2,1,100000001,510000001839,
0,,Segment,4,2,Image 1,1,1,100000001,510000001847,
0,,Segment,4,3,Image 1,1,1,100000001,510000001857,
46,,Segment,4,1,Image 1,2,1,100000001,510000001861,
0,,Segment,4,2,Image 1,2,1,100000002,510000001867,
73,,Segment,4,1,Image 1,2,1,100000002,510000001892,
0,,Segment,4,3,Image 1,3,1,100000002,510000001895,
154,,Segment,4,2,Image 1,1,1,100000002,510000001900,
23,,Segment,4,1,Image 1,2,1,100000002,510000001910,
0,,Segment,4,0,Image 1,1,1,100000002,510000001924,
60,,Segment,4,2,Image 1,1,1,100000002,510000001940,
31,,Segment,4,1,Image 1,1,1,100000002,510000001960,
0,,Segment,4,0,Image 1,1,1,100000000,510000001970,
0,,Segment,4,2,Image 1,2,1,100000002,510000001991,
0,,Segment,4,0,Image 1,1,1,100000001,510000002006,
0,,Segment,4,2,Image 1,2,1,100000001,510000002081,
0,,Segment,4,4,Image 1,2,1,100000002,510000002085,
0,,Segment,4,1,Image 1,1,1,100000002,510000002086,
