
Segment Center Intensity Max Ch=3 Img=1
 ==================== 
Segment Center Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Segment,3,19,Image 1,8,1,100000001,510000000023,
0,,Segment,3,18,Image 1,8,1,100000001,510000000030,
0,,Segment,3,17,Image 1,7,1,100000001,510000000033,
0,,Segment,3,16,Image 1,7,1,100000001,510000000045,
0,,Segment,3,14,Image 1,7,1,100000001,510000000088,
0,,Segment,3,13,Image 1,7,1,100000001,510000000102,
0,,Segment,3,12,Image 1,7,1,100000001,510000000111,
0,,Segment,3,11,Image 1,7,1,100000001,510000000120,
0,,Segment,3,10,Image 1,6,1,100000001,510000000146,
0,,Segment,3,9,Image 1,5,1,100000001,510000000154,
0,,Segment,3,8,Image 1,5,1,100000001,510000000156,
22,,Segment,3,7,Image 1,4,1,100000001,510000000183,
0,,Segment,3,6,Image 1,3,1,100000001,510000000185,
0,,Segment,3,5,Image 1,3,1,100000001,510000000193,
0,,Segment,3,4,Image 1,3,1,100000001,510000000198,
0,,Segment,3,3,Image 1,3,1,100000001,510000000205,
0,,Segment,3,2,Image 1,2,1,100000001,510000000214,
0,,Segment,3,1,Image 1,2,1,100000001,510000000216,
0,,Segment,3,0,Image 1,1,1,100000001,510000000237,
0,,Segment,3,19,Image 1,9,1,100000001,510000000287,
0,,Segment,3,18,Image 1,7,1,100000001,510000000295,
0,,Segment,3,17,Image 1,8,1,100000001,510000000298,
0,,Segment,3,16,Image 1,8,1,100000001,510000000301,
0,,Segment,3,15,Image 1,8,1,100000001,510000000304,
0,,Segment,3,14,Image 1,9,1,100000001,510000000308,
0,,Segment,3,13,Image 1,8,1,100000001,510000000311,
0,,Segment,3,12,Image 1,8,1,100000001,510000000327,
0,,Segment,3,14,Image 1,8,1,100000001,510000000334,
0,,Segment,3,14,Image 1,10,1,100000001,510000000339,
0,,Segment,3,13,Image 1,9,1,100000001,510000000347,
0,,Segment,3,14,Image 1,8,1,100000001,510000000351,
0,,Segment,3,13,Image 1,8,1,100000001,510000000360,
0,,Segment,3,14,Image 1,9,1,100000001,510000000364,
0,,Segment,3,14,Image 1,9,1,100000001,510000000366,
0,,Segment,3,11,Image 1,6,1,100000001,510000000368,
0,,Segment,3,16,Image 1,5,1,100000002,510000000428,
0,,Segment,3,15,Image 1,5,1,100000002,510000000445,
0,,Segment,3,14,Image 1,5,1,100000002,510000000472,
0,,Segment,3,13,Image 1,4,1,100000002,510000000474,
0,,Segment,3,11,Image 1,3,1,100000002,510000000488,
0,,Segment,3,10,Image 1,2,1,100000002,510000000491,
0,,Segment,3,8,Image 1,1,1,100000002,510000000494,
0,,Segment,3,7,Image 1,1,1,100000002,510000000502,
0,,Segment,3,6,Image 1,1,1,100000002,510000000513,
